Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:instance,concept:name,lifecycle:transition,org:group,org:resource,time:timestamp
case-4000,T02 Check confirmation of receipt,Resource04,2010/11/18 19:35:48.552,Variant 2,2,task-890,T02 Check confirmation of receipt,complete,EMPTY,Resource04,2010-11-18T19:35:48.552+10:00
case-4000,T03 Adjust confirmation of receipt,Resource17,2010/11/18 19:40:05.522,Variant 2,2,task-1630,T03 Adjust confirmation of receipt,complete,Group 1,Resource17,2010-11-18T19:40:05.522+10:00
case-4000,T02 Check confirmation of receipt,Resource04,2010/11/18 19:44:34.458,Variant 2,2,task-1631,T02 Check confirmation of receipt,complete,EMPTY,Resource04,2010-11-18T19:44:34.458+10:00
case-4000,T04 Determine confirmation of receipt,Resource10,2010/11/24 20:14:28.576,Variant 2,2,task-1633,T04 Determine confirmation of receipt,complete,Group 3,Resource10,2010-11-24T20:14:28.576+10:00
case-4000,T05 Print and send confirmation of receipt,admin1,2010/11/30 18:26:54.924,Variant 2,2,task-1966,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2010-11-30T18:26:54.924+10:00
case-4011,Confirmation of receipt,Resource11,2010/11/08 18:18:09.532,Variant 23,23,task-349,Confirmation of receipt,complete,EMPTY,Resource11,2010-11-08T18:18:09.532+10:00
case-4011,T06 Determine necessity of stop advice,Resource11,2010/11/08 18:18:29.688,Variant 23,23,task-1082,T06 Determine necessity of stop advice,complete,Group 1,Resource11,2010-11-08T18:18:29.688+10:00
case-4011,T10 Determine necessity to stop indication,Resource11,2010/11/08 18:18:55.857,Variant 23,23,task-1083,T10 Determine necessity to stop indication,complete,Group 1,Resource11,2010-11-08T18:18:55.857+10:00
case-4011,T02 Check confirmation of receipt,Resource32,2010/11/09 17:13:59.914,Variant 23,23,task-1081,T02 Check confirmation of receipt,complete,EMPTY,Resource32,2010-11-09T17:13:59.914+10:00
case-4011,T03 Adjust confirmation of receipt,Resource11,2010/11/29 23:58:20.142,Variant 23,23,task-1222,T03 Adjust confirmation of receipt,complete,Group 1,Resource11,2010-11-29T23:58:20.142+10:00
case-4011,T02 Check confirmation of receipt,Resource11,2010/11/30 00:05:45.486,Variant 23,23,task-2250,T02 Check confirmation of receipt,complete,Group 4,Resource11,2010-11-30T00:05:45.486+10:00
case-4011,T03 Adjust confirmation of receipt,Resource07,2010/12/10 17:26:07.397,Variant 23,23,task-2258,T03 Adjust confirmation of receipt,complete,Group 1,Resource07,2010-12-10T17:26:07.397+10:00
case-4011,T02 Check confirmation of receipt,Resource07,2010/12/10 17:27:33.436,Variant 23,23,task-3534,T02 Check confirmation of receipt,complete,Group 4,Resource07,2010-12-10T17:27:33.436+10:00
case-4011,T04 Determine confirmation of receipt,Resource07,2010/12/10 17:28:24.637,Variant 23,23,task-3535,T04 Determine confirmation of receipt,complete,Group 3,Resource07,2010-12-10T17:28:24.637+10:00
case-4011,T05 Print and send confirmation of receipt,Resource07,2010/12/10 17:28:35.351,Variant 23,23,task-3536,T05 Print and send confirmation of receipt,complete,Group 2,Resource07,2010-12-10T17:28:35.351+10:00
case-4021,Confirmation of receipt,Resource11,2010/11/01 22:55:26.056,Variant 12,12,task-366,Confirmation of receipt,complete,Group 1,Resource11,2010-11-01T22:55:26.056+10:00
case-4021,T06 Determine necessity of stop advice,Resource11,2010/11/01 22:56:49.019,Variant 12,12,task-663,T06 Determine necessity of stop advice,complete,Group 1,Resource11,2010-11-01T22:56:49.019+10:00
case-4021,T10 Determine necessity to stop indication,Resource11,2010/11/01 22:59:17.587,Variant 12,12,task-664,T10 Determine necessity to stop indication,complete,Group 1,Resource11,2010-11-01T22:59:17.587+10:00
case-4021,T16 Report reasons to hold request,Resource11,2010/11/01 23:08:01.278,Variant 12,12,task-665,T16 Report reasons to hold request,complete,Group 1,Resource11,2010-11-01T23:08:01.278+10:00
case-4021,T17 Check report Y to stop indication,Resource11,2010/11/01 23:21:05.870,Variant 12,12,task-666,T17 Check report Y to stop indication,complete,Group 4,Resource11,2010-11-01T23:21:05.870+10:00
case-4021,T19 Determine report Y to stop indication,Resource11,2010/11/01 23:22:02.839,Variant 12,12,task-667,T19 Determine report Y to stop indication,complete,Group 3,Resource11,2010-11-01T23:22:02.839+10:00
case-4021,T20 Print report Y to stop indication,Resource11,2010/11/01 23:22:22.753,Variant 12,12,task-668,T20 Print report Y to stop indication,complete,Group 2,Resource11,2010-11-01T23:22:22.753+10:00
case-4021,T02 Check confirmation of receipt,Resource32,2010/11/09 17:47:01.792,Variant 12,12,task-662,T02 Check confirmation of receipt,complete,EMPTY,Resource32,2010-11-09T17:47:01.792+10:00
case-4021,T04 Determine confirmation of receipt,Resource19,2010/11/09 22:04:41.176,Variant 12,12,task-1229,T04 Determine confirmation of receipt,complete,EMPTY,Resource19,2010-11-09T22:04:41.176+10:00
case-4021,T05 Print and send confirmation of receipt,Resource20,2010/11/11 21:54:27.065,Variant 12,12,task-1272,T05 Print and send confirmation of receipt,complete,Group 2,Resource20,2010-11-11T21:54:27.065+10:00
case-4025,Confirmation of receipt,Resource11,2010/11/02 00:05:27.606,Variant 2,2,task-370,Confirmation of receipt,complete,Group 1,Resource11,2010-11-02T00:05:27.606+10:00
case-4025,T06 Determine necessity of stop advice,Resource11,2010/11/02 00:05:48.091,Variant 2,2,task-676,T06 Determine necessity of stop advice,complete,Group 1,Resource11,2010-11-02T00:05:48.091+10:00
case-4025,T10 Determine necessity to stop indication,Resource11,2010/11/02 00:06:29.816,Variant 2,2,task-677,T10 Determine necessity to stop indication,complete,Group 1,Resource11,2010-11-02T00:06:29.816+10:00
case-4025,T02 Check confirmation of receipt,Resource11,2010/11/02 00:06:53.096,Variant 2,2,task-675,T02 Check confirmation of receipt,complete,Group 4,Resource11,2010-11-02T00:06:53.096+10:00
case-4025,T03 Adjust confirmation of receipt,Resource07,2010/12/02 19:03:09.970,Variant 2,2,task-679,T03 Adjust confirmation of receipt,complete,Group 1,Resource07,2010-12-02T19:03:09.970+10:00
case-4025,T02 Check confirmation of receipt,Resource07,2010/12/02 19:03:48.065,Variant 2,2,task-2615,T02 Check confirmation of receipt,complete,Group 4,Resource07,2010-12-02T19:03:48.065+10:00
case-4025,T04 Determine confirmation of receipt,Resource07,2010/12/02 19:04:10.288,Variant 2,2,task-2616,T04 Determine confirmation of receipt,complete,Group 3,Resource07,2010-12-02T19:04:10.288+10:00
case-4025,T05 Print and send confirmation of receipt,admin1,2010/12/02 19:10:12.758,Variant 2,2,task-2617,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2010-12-02T19:10:12.758+10:00
case-4057,Confirmation of receipt,Resource11,2010/11/03 16:29:21.044,Variant 2,2,task-451,Confirmation of receipt,complete,Group 1,Resource11,2010-11-03T16:29:21.044+10:00
case-4057,T06 Determine necessity of stop advice,Resource11,2010/11/03 16:29:43.407,Variant 2,2,task-741,T06 Determine necessity of stop advice,complete,Group 1,Resource11,2010-11-03T16:29:43.407+10:00
case-4057,T10 Determine necessity to stop indication,Resource11,2010/11/03 16:34:41.207,Variant 2,2,task-742,T10 Determine necessity to stop indication,complete,Group 1,Resource11,2010-11-03T16:34:41.207+10:00
case-4057,T02 Check confirmation of receipt,Resource11,2010/11/03 16:43:45.093,Variant 2,2,task-740,T02 Check confirmation of receipt,complete,Group 4,Resource11,2010-11-03T16:43:45.093+10:00
case-4057,T03 Adjust confirmation of receipt,Resource11,2010/11/03 16:52:15.597,Variant 2,2,task-750,T03 Adjust confirmation of receipt,complete,Group 1,Resource11,2010-11-03T16:52:15.597+10:00
case-4057,T02 Check confirmation of receipt,Resource19,2010/11/04 19:25:04.170,Variant 2,2,task-754,T02 Check confirmation of receipt,complete,EMPTY,Resource19,2010-11-04T19:25:04.170+10:00
case-4057,T04 Determine confirmation of receipt,Resource10,2010/11/11 23:56:32.965,Variant 2,2,task-851,T04 Determine confirmation of receipt,complete,Group 3,Resource10,2010-11-11T23:56:32.965+10:00
case-4057,T05 Print and send confirmation of receipt,admin1,2010/11/16 19:06:20.910,Variant 2,2,task-1403,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2010-11-16T19:06:20.910+10:00
case-4081,Confirmation of receipt,Resource08,2010/11/05 17:58:23.197,Variant 4,4,task-508,Confirmation of receipt,complete,Group 1,Resource08,2010-11-05T17:58:23.197+10:00
case-4081,T02 Check confirmation of receipt,Resource24,2010/11/05 18:39:29.677,Variant 4,4,task-1011,T02 Check confirmation of receipt,complete,EMPTY,Resource24,2010-11-05T18:39:29.677+10:00
case-4081,T03 Adjust confirmation of receipt,Resource08,2010/11/05 20:22:11.329,Variant 4,4,task-1023,T03 Adjust confirmation of receipt,complete,Group 1,Resource08,2010-11-05T20:22:11.329+10:00
case-4081,T02 Check confirmation of receipt,Resource24,2010/11/10 00:45:27.109,Variant 4,4,task-1032,T02 Check confirmation of receipt,complete,EMPTY,Resource24,2010-11-10T00:45:27.109+10:00
case-4081,T04 Determine confirmation of receipt,Resource10,2010/11/13 00:02:26.576,Variant 4,4,task-1297,T04 Determine confirmation of receipt,complete,Group 3,Resource10,2010-11-13T00:02:26.576+10:00
case-4081,T05 Print and send confirmation of receipt,admin1,2010/11/16 19:29:07.375,Variant 4,4,task-1443,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2010-11-16T19:29:07.375+10:00
case-4081,T06 Determine necessity of stop advice,Resource08,2010/11/18 21:24:28.715,Variant 4,4,task-1012,T06 Determine necessity of stop advice,complete,Group 1,Resource08,2010-11-18T21:24:28.715+10:00
case-4081,T10 Determine necessity to stop indication,Resource08,2010/11/18 21:24:43.413,Variant 4,4,task-1644,T10 Determine necessity to stop indication,complete,Group 1,Resource08,2010-11-18T21:24:43.413+10:00
case-4100,Confirmation of receipt,Resource09,2010/11/04 20:46:41.738,Variant 24,24,task-546,Confirmation of receipt,complete,Group 1,Resource09,2010-11-04T20:46:41.738+10:00
case-4100,T06 Determine necessity of stop advice,Resource09,2010/11/04 20:49:30.047,Variant 24,24,task-899,T06 Determine necessity of stop advice,complete,Group 1,Resource09,2010-11-04T20:49:30.047+10:00
case-4100,T07-5 Draft intern advice aspect 5,Resource09,2010/11/04 20:56:08.505,Variant 24,24,task-901,T07-5 Draft intern advice aspect 5,complete,Group 1,Resource09,2010-11-04T20:56:08.505+10:00
case-4100,T06 Determine necessity of stop advice,Resource09,2010/11/04 20:58:11.677,Variant 24,24,task-906,T06 Determine necessity of stop advice,complete,Group 1,Resource09,2010-11-04T20:58:11.677+10:00
case-4100,T10 Determine necessity to stop indication,Resource09,2010/11/04 20:58:44.612,Variant 24,24,task-909,T10 Determine necessity to stop indication,complete,Group 1,Resource09,2010-11-04T20:58:44.612+10:00
case-4100,T02 Check confirmation of receipt,Resource24,2010/11/04 23:03:18.938,Variant 24,24,task-898,T02 Check confirmation of receipt,complete,EMPTY,Resource24,2010-11-04T23:03:18.938+10:00
case-4100,T03 Adjust confirmation of receipt,Resource09,2010/11/04 23:50:14.865,Variant 24,24,task-945,T03 Adjust confirmation of receipt,complete,Group 1,Resource09,2010-11-04T23:50:14.865+10:00
case-4100,T02 Check confirmation of receipt,Resource09,2010/11/05 00:41:35.618,Variant 24,24,task-966,T02 Check confirmation of receipt,complete,Group 4,Resource09,2010-11-05T00:41:35.618+10:00
case-4100,T03 Adjust confirmation of receipt,Resource09,2010/11/05 00:44:28.309,Variant 24,24,task-994,T03 Adjust confirmation of receipt,complete,Group 1,Resource09,2010-11-05T00:44:28.309+10:00
case-4100,T02 Check confirmation of receipt,Resource10,2010/11/16 22:28:40.803,Variant 24,24,task-995,T02 Check confirmation of receipt,complete,Group 4,Resource10,2010-11-16T22:28:40.803+10:00
case-4100,T04 Determine confirmation of receipt,Resource19,2010/11/17 22:45:24.748,Variant 24,24,task-1530,T04 Determine confirmation of receipt,complete,EMPTY,Resource19,2010-11-17T22:45:24.748+10:00
case-4100,T05 Print and send confirmation of receipt,admin1,2010/11/22 23:06:25.987,Variant 24,24,task-1581,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2010-11-22T23:06:25.987+10:00
case-4102,Confirmation of receipt,Resource08,2010/11/05 18:26:50.492,Variant 4,4,task-549,Confirmation of receipt,complete,Group 1,Resource08,2010-11-05T18:26:50.492+10:00
case-4102,T02 Check confirmation of receipt,Resource24,2010/11/05 18:36:28.810,Variant 4,4,task-1017,T02 Check confirmation of receipt,complete,EMPTY,Resource24,2010-11-05T18:36:28.810+10:00
case-4102,T03 Adjust confirmation of receipt,Resource08,2010/11/05 18:43:41.331,Variant 4,4,task-1021,T03 Adjust confirmation of receipt,complete,Group 1,Resource08,2010-11-05T18:43:41.331+10:00
case-4102,T02 Check confirmation of receipt,Resource24,2010/11/10 00:46:11.084,Variant 4,4,task-1024,T02 Check confirmation of receipt,complete,EMPTY,Resource24,2010-11-10T00:46:11.084+10:00
case-4102,T04 Determine confirmation of receipt,Resource10,2010/11/12 23:58:23.296,Variant 4,4,task-1298,T04 Determine confirmation of receipt,complete,Group 3,Resource10,2010-11-12T23:58:23.296+10:00
case-4102,T05 Print and send confirmation of receipt,admin1,2010/11/16 19:27:07.150,Variant 4,4,task-1441,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2010-11-16T19:27:07.150+10:00
case-4102,T06 Determine necessity of stop advice,Resource08,2010/11/17 01:09:30.900,Variant 4,4,task-1018,T06 Determine necessity of stop advice,complete,Group 1,Resource08,2010-11-17T01:09:30.900+10:00
case-4102,T10 Determine necessity to stop indication,Resource08,2010/11/17 01:12:49.284,Variant 4,4,task-1544,T10 Determine necessity to stop indication,complete,Group 1,Resource08,2010-11-17T01:12:49.284+10:00
case-4111,Confirmation of receipt,Resource02,2010/11/10 00:00:48.543,Variant 25,25,task-558,Confirmation of receipt,complete,EMPTY,Resource02,2010-11-10T00:00:48.543+10:00
case-4111,T02 Check confirmation of receipt,Resource24,2010/11/10 01:01:52.270,Variant 25,25,task-1287,T02 Check confirmation of receipt,complete,EMPTY,Resource24,2010-11-10T01:01:52.270+10:00
case-4111,T06 Determine necessity of stop advice,Resource02,2010/11/10 01:02:46.641,Variant 25,25,task-1288,T06 Determine necessity of stop advice,complete,Group 1,Resource02,2010-11-10T01:02:46.641+10:00
case-4111,T07-1 Draft intern advice aspect 1,Resource02,2010/11/10 01:04:00.213,Variant 25,25,task-1307,T07-1 Draft intern advice aspect 1,complete,Group 13,Resource02,2010-11-10T01:04:00.213+10:00
case-4111,T06 Determine necessity of stop advice,Resource02,2010/11/10 01:04:24.683,Variant 25,25,task-1308,T06 Determine necessity of stop advice,complete,Group 1,Resource02,2010-11-10T01:04:24.683+10:00
case-4111,T04 Determine confirmation of receipt,Resource10,2010/11/13 00:04:23.485,Variant 25,25,task-1304,T04 Determine confirmation of receipt,complete,Group 3,Resource10,2010-11-13T00:04:23.485+10:00
case-4111,T05 Print and send confirmation of receipt,admin1,2010/11/16 19:22:26.674,Variant 25,25,task-1444,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2010-11-16T19:22:26.674+10:00
case-4111,T10 Determine necessity to stop indication,Resource02,2010/12/08 20:54:32.200,Variant 25,25,task-1309,T10 Determine necessity to stop indication,complete,Group 1,Resource02,2010-12-08T20:54:32.200+10:00
case-4117,Confirmation of receipt,Resource11,2010/11/26 00:19:58.537,Variant 2,2,task-564,Confirmation of receipt,complete,EMPTY,Resource11,2010-11-26T00:19:58.537+10:00
case-4117,T06 Determine necessity of stop advice,Resource11,2010/11/26 00:24:57.419,Variant 2,2,task-2053,T06 Determine necessity of stop advice,complete,Group 1,Resource11,2010-11-26T00:24:57.419+10:00
case-4117,T10 Determine necessity to stop indication,Resource11,2010/11/26 00:31:09.270,Variant 2,2,task-2054,T10 Determine necessity to stop indication,complete,Group 1,Resource11,2010-11-26T00:31:09.270+10:00
case-4117,T02 Check confirmation of receipt,Resource19,2010/11/26 18:29:43.743,Variant 2,2,task-2052,T02 Check confirmation of receipt,complete,EMPTY,Resource19,2010-11-26T18:29:43.743+10:00
case-4117,T03 Adjust confirmation of receipt,Resource11,2010/11/29 17:04:51.772,Variant 2,2,task-2119,T03 Adjust confirmation of receipt,complete,Group 1,Resource11,2010-11-29T17:04:51.772+10:00
case-4117,T02 Check confirmation of receipt,Resource11,2010/11/30 16:53:13.904,Variant 2,2,task-2202,T02 Check confirmation of receipt,complete,EMPTY,Resource11,2010-11-30T16:53:13.904+10:00
case-4117,T04 Determine confirmation of receipt,Resource11,2010/12/09 22:38:51.711,Variant 2,2,task-2278,T04 Determine confirmation of receipt,complete,EMPTY,Resource11,2010-12-09T22:38:51.711+10:00
case-4117,T05 Print and send confirmation of receipt,Resource34,2010/12/10 18:11:23.508,Variant 2,2,task-3486,T05 Print and send confirmation of receipt,complete,Group 2,Resource34,2010-12-10T18:11:23.508+10:00
case-4147,Confirmation of receipt,Resource02,2010/12/02 01:24:55.077,Variant 4,4,task-603,Confirmation of receipt,complete,Group 1,Resource02,2010-12-02T01:24:55.077+10:00
case-4147,T02 Check confirmation of receipt,Resource39,2010/12/02 01:34:36.807,Variant 4,4,task-2538,T02 Check confirmation of receipt,complete,EMPTY,Resource39,2010-12-02T01:34:36.807+10:00
case-4147,T03 Adjust confirmation of receipt,Resource02,2010/12/06 22:59:49.294,Variant 4,4,task-2540,T03 Adjust confirmation of receipt,complete,Group 1,Resource02,2010-12-06T22:59:49.294+10:00
case-4147,T02 Check confirmation of receipt,Resource02,2010/12/06 23:00:05.661,Variant 4,4,task-2990,T02 Check confirmation of receipt,complete,Group 4,Resource02,2010-12-06T23:00:05.661+10:00
case-4147,T04 Determine confirmation of receipt,Resource10,2010/12/07 17:15:15.538,Variant 4,4,task-2991,T04 Determine confirmation of receipt,complete,Group 3,Resource10,2010-12-07T17:15:15.538+10:00
case-4147,T05 Print and send confirmation of receipt,admin1,2010/12/07 17:32:14.837,Variant 4,4,task-3020,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2010-12-07T17:32:14.837+10:00
case-4147,T06 Determine necessity of stop advice,Resource02,2010/12/09 01:12:55.966,Variant 4,4,task-2539,T06 Determine necessity of stop advice,complete,Group 1,Resource02,2010-12-09T01:12:55.966+10:00
case-4147,T10 Determine necessity to stop indication,Resource02,2010/12/09 01:16:39.128,Variant 4,4,task-3399,T10 Determine necessity to stop indication,complete,Group 1,Resource02,2010-12-09T01:16:39.128+10:00
case-4157,Confirmation of receipt,Resource11,2010/11/30 17:24:42.997,Variant 26,26,task-659,Confirmation of receipt,complete,EMPTY,Resource11,2010-11-30T17:24:42.997+10:00
case-4157,T06 Determine necessity of stop advice,Resource11,2010/11/30 17:25:31.275,Variant 26,26,task-2290,T06 Determine necessity of stop advice,complete,Group 1,Resource11,2010-11-30T17:25:31.275+10:00
case-4157,T06 Determine necessity of stop advice,Resource11,2010/11/30 17:26:34.330,Variant 26,26,task-2291,T06 Determine necessity of stop advice,complete,Group 1,Resource11,2010-11-30T17:26:34.330+10:00
case-4157,T06 Determine necessity of stop advice,Resource11,2010/11/30 17:27:08.940,Variant 26,26,task-2292,T06 Determine necessity of stop advice,complete,Group 1,Resource11,2010-11-30T17:27:08.940+10:00
case-4157,T07-4 Draft internal advice to hold for type 4,Resource11,2010/11/30 17:27:59.445,Variant 26,26,task-2293,T07-4 Draft internal advice to hold for type 4,complete,EMPTY,Resource11,2010-11-30T17:27:59.445+10:00
case-4157,T06 Determine necessity of stop advice,Resource11,2010/11/30 17:28:44.151,Variant 26,26,task-2294,T06 Determine necessity of stop advice,complete,Group 1,Resource11,2010-11-30T17:28:44.151+10:00
case-4157,T10 Determine necessity to stop indication,Resource11,2010/11/30 17:29:45.853,Variant 26,26,task-2295,T10 Determine necessity to stop indication,complete,Group 1,Resource11,2010-11-30T17:29:45.853+10:00
case-4157,T02 Check confirmation of receipt,Resource11,2010/12/08 20:07:58.906,Variant 26,26,task-2289,T02 Check confirmation of receipt,complete,EMPTY,Resource11,2010-12-08T20:07:58.906+10:00
case-4157,T04 Determine confirmation of receipt,Resource11,2010/12/08 20:08:59.730,Variant 26,26,task-3258,T04 Determine confirmation of receipt,complete,EMPTY,Resource11,2010-12-08T20:08:59.730+10:00
case-4157,T05 Print and send confirmation of receipt,admin1,2010/12/10 22:34:40.772,Variant 26,26,task-3259,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2010-12-10T22:34:40.772+10:00
case-4161,Confirmation of receipt,Resource15,2010/11/23 21:19:41.441,Variant 27,27,task-684,Confirmation of receipt,complete,Group 1,Resource15,2010-11-23T21:19:41.441+10:00
case-4161,T02 Check confirmation of receipt,Resource24,2010/11/26 18:00:46.351,Variant 27,27,task-1882,T02 Check confirmation of receipt,complete,EMPTY,Resource24,2010-11-26T18:00:46.351+10:00
case-4161,T04 Determine confirmation of receipt,Resource15,2010/11/30 17:21:40.981,Variant 27,27,task-2107,T04 Determine confirmation of receipt,complete,Group 3,Resource15,2010-11-30T17:21:40.981+10:00
case-4161,T03 Adjust confirmation of receipt,admin2,2011/02/07 19:04:23.135,Variant 27,27,task-2288,T03 Adjust confirmation of receipt,complete,Group 1,admin2,2011-02-07T19:04:23.135+10:00
case-4161,T06 Determine necessity of stop advice,admin2,2011/02/07 19:04:23.862,Variant 27,27,task-1883,T06 Determine necessity of stop advice,complete,Group 1,admin2,2011-02-07T19:04:23.862+10:00
case-4185,Confirmation of receipt,Resource11,2010/12/02 17:11:39.624,Variant 28,28,task-782,Confirmation of receipt,complete,EMPTY,Resource11,2010-12-02T17:11:39.624+10:00
case-4185,T06 Determine necessity of stop advice,Resource11,2010/12/02 17:11:57.582,Variant 28,28,task-2568,T06 Determine necessity of stop advice,complete,Group 1,Resource11,2010-12-02T17:11:57.582+10:00
case-4185,T10 Determine necessity to stop indication,Resource11,2010/12/02 17:13:55.406,Variant 28,28,task-2569,T10 Determine necessity to stop indication,complete,Group 1,Resource11,2010-12-02T17:13:55.406+10:00
case-4185,T02 Check confirmation of receipt,Resource11,2010/12/02 17:20:08.769,Variant 28,28,task-2567,T02 Check confirmation of receipt,complete,Group 4,Resource11,2010-12-02T17:20:08.769+10:00
case-4185,T03 Adjust confirmation of receipt,Resource11,2010/12/02 17:21:46.572,Variant 28,28,task-2573,T03 Adjust confirmation of receipt,complete,Group 1,Resource11,2010-12-02T17:21:46.572+10:00
case-4185,T02 Check confirmation of receipt,Resource11,2010/12/02 17:27:20.046,Variant 28,28,task-2575,T02 Check confirmation of receipt,complete,EMPTY,Resource11,2010-12-02T17:27:20.046+10:00
case-4185,T03 Adjust confirmation of receipt,Resource11,2010/12/02 17:27:39.920,Variant 28,28,task-2576,T03 Adjust confirmation of receipt,complete,Group 1,Resource11,2010-12-02T17:27:39.920+10:00
case-4185,T02 Check confirmation of receipt,Resource11,2010/12/02 17:28:03.007,Variant 28,28,task-2577,T02 Check confirmation of receipt,complete,Group 4,Resource11,2010-12-02T17:28:03.007+10:00
case-4185,T04 Determine confirmation of receipt,Resource11,2010/12/02 17:28:43.868,Variant 28,28,task-2578,T04 Determine confirmation of receipt,complete,EMPTY,Resource11,2010-12-02T17:28:43.868+10:00
case-4185,T03 Adjust confirmation of receipt,Resource11,2010/12/02 17:29:00.825,Variant 28,28,task-2579,T03 Adjust confirmation of receipt,complete,Group 1,Resource11,2010-12-02T17:29:00.825+10:00
case-4185,T02 Check confirmation of receipt,Resource11,2010/12/08 23:31:19.493,Variant 28,28,task-2580,T02 Check confirmation of receipt,complete,EMPTY,Resource11,2010-12-08T23:31:19.493+10:00
case-4185,T04 Determine confirmation of receipt,Resource11,2010/12/08 23:36:17.802,Variant 28,28,task-3361,T04 Determine confirmation of receipt,complete,Group 3,Resource11,2010-12-08T23:36:17.802+10:00
case-4185,T05 Print and send confirmation of receipt,admin1,2010/12/10 22:57:18.174,Variant 28,28,task-3363,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2010-12-10T22:57:18.174+10:00
case-4243,Confirmation of receipt,Resource11,2010/12/08 19:05:01.220,Variant 3,3,task-1092,Confirmation of receipt,complete,EMPTY,Resource11,2010-12-08T19:05:01.220+10:00
case-4243,T06 Determine necessity of stop advice,Resource11,2010/12/08 19:05:22.642,Variant 3,3,task-3230,T06 Determine necessity of stop advice,complete,Group 1,Resource11,2010-12-08T19:05:22.642+10:00
case-4243,T02 Check confirmation of receipt,Resource11,2010/12/08 19:07:08.958,Variant 3,3,task-3229,T02 Check confirmation of receipt,complete,EMPTY,Resource11,2010-12-08T19:07:08.958+10:00
case-4243,T10 Determine necessity to stop indication,Resource11,2010/12/08 19:08:28.383,Variant 3,3,task-3231,T10 Determine necessity to stop indication,complete,Group 1,Resource11,2010-12-08T19:08:28.383+10:00
case-4243,T04 Determine confirmation of receipt,Resource11,2010/12/08 19:52:20.092,Variant 3,3,task-3232,T04 Determine confirmation of receipt,complete,EMPTY,Resource11,2010-12-08T19:52:20.092+10:00
case-4243,T05 Print and send confirmation of receipt,admin1,2010/12/10 22:31:07.754,Variant 3,3,task-3257,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2010-12-10T22:31:07.754+10:00
case-4249,Confirmation of receipt,Resource11,2010/11/30 21:05:24.139,Variant 3,3,task-1156,Confirmation of receipt,complete,EMPTY,Resource11,2010-11-30T21:05:24.139+10:00
case-4249,T06 Determine necessity of stop advice,Resource11,2010/11/30 21:18:29.293,Variant 3,3,task-2396,T06 Determine necessity of stop advice,complete,Group 1,Resource11,2010-11-30T21:18:29.293+10:00
case-4249,T02 Check confirmation of receipt,Resource11,2010/11/30 21:19:14.969,Variant 3,3,task-2395,T02 Check confirmation of receipt,complete,EMPTY,Resource11,2010-11-30T21:19:14.969+10:00
case-4249,T10 Determine necessity to stop indication,Resource11,2010/11/30 21:19:49.002,Variant 3,3,task-2400,T10 Determine necessity to stop indication,complete,Group 1,Resource11,2010-11-30T21:19:49.002+10:00
case-4249,T04 Determine confirmation of receipt,Resource11,2010/11/30 21:20:31.346,Variant 3,3,task-2401,T04 Determine confirmation of receipt,complete,Group 3,Resource11,2010-11-30T21:20:31.346+10:00
case-4249,T05 Print and send confirmation of receipt,Resource11,2010/11/30 21:20:46.444,Variant 3,3,task-2405,T05 Print and send confirmation of receipt,complete,Group 2,Resource11,2010-11-30T21:20:46.444+10:00
case-4279,Confirmation of receipt,Resource12,2010/11/10 20:21:33.057,Variant 13,13,task-1269,Confirmation of receipt,complete,Group 1,Resource12,2010-11-10T20:21:33.057+10:00
case-4279,T06 Determine necessity of stop advice,Resource12,2010/11/11 23:13:35.775,Variant 13,13,task-1345,T06 Determine necessity of stop advice,complete,Group 1,Resource12,2010-11-11T23:13:35.775+10:00
case-4279,T10 Determine necessity to stop indication,Resource12,2010/11/11 23:14:13.332,Variant 13,13,task-1377,T10 Determine necessity to stop indication,complete,Group 1,Resource12,2010-11-11T23:14:13.332+10:00
case-4279,T02 Check confirmation of receipt,Resource12,2010/11/11 23:32:50.573,Variant 13,13,task-1344,T02 Check confirmation of receipt,complete,EMPTY,Resource12,2010-11-11T23:32:50.573+10:00
case-4279,T04 Determine confirmation of receipt,Resource12,2010/11/11 23:33:20.077,Variant 13,13,task-1394,T04 Determine confirmation of receipt,complete,Group 3,Resource12,2010-11-11T23:33:20.077+10:00
case-4279,T05 Print and send confirmation of receipt,Resource12,2010/11/11 23:33:31.895,Variant 13,13,task-1395,T05 Print and send confirmation of receipt,complete,Group 2,Resource12,2010-11-11T23:33:31.895+10:00
case-4346,Confirmation of receipt,Resource21,2010/11/25 18:01:06.997,Variant 9,9,task-1468,Confirmation of receipt,complete,Group 1,Resource21,2010-11-25T18:01:06.997+10:00
case-4346,T02 Check confirmation of receipt,Resource21,2010/11/25 18:09:53.721,Variant 9,9,task-2020,T02 Check confirmation of receipt,complete,EMPTY,Resource21,2010-11-25T18:09:53.721+10:00
