Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,(case) channel,(case) department,(case) group,(case) responsible,concept:instance,concept:name,lifecycle:transition,org:group
case-10646,Confirmation of receipt-complete,Resource06,2011/12/03 00:07:18.216,Variant 1,1,Internet,General,Group 5,Resource06,task-48826,Confirmation of receipt,complete,EMPTY
case-10646,T02 Check confirmation of receipt-complete,Resource06,2011/12/03 00:07:47.141,Variant 1,1,Internet,General,Group 5,Resource06,task-48887,T02 Check confirmation of receipt,complete,Group 4
case-10646,T04 Determine confirmation of receipt-complete,Resource06,2011/12/03 00:08:06.030,Variant 1,1,Internet,General,Group 5,Resource06,task-48889,T04 Determine confirmation of receipt,complete,Group 3
case-10646,T05 Print and send confirmation of receipt-complete,Resource06,2011/12/03 00:08:24.428,Variant 1,1,Internet,General,Group 5,Resource06,task-48890,T05 Print and send confirmation of receipt,complete,Group 2
case-10646,T06 Determine necessity of stop advice-complete,Resource06,2011/12/03 00:08:56.053,Variant 1,1,Internet,General,Group 5,Resource06,task-48888,T06 Determine necessity of stop advice,complete,Group 1
case-10646,T10 Determine necessity to stop indication-complete,Resource06,2011/12/03 00:09:23.531,Variant 1,1,Internet,General,Group 5,Resource06,task-48891,T10 Determine necessity to stop indication,complete,Group 1
case-10647,Confirmation of receipt-complete,Resource03,2011/12/07 00:01:49.228,Variant 1,1,Internet,General,Group 8,Resource11,task-48804,Confirmation of receipt,complete,EMPTY
case-10647,T02 Check confirmation of receipt-complete,Resource03,2011/12/07 00:02:24.505,Variant 1,1,Internet,General,Group 8,Resource11,task-49180,T02 Check confirmation of receipt,complete,Group 4
case-10647,T04 Determine confirmation of receipt-complete,Resource03,2011/12/07 00:02:41.153,Variant 1,1,Internet,General,Group 8,Resource11,task-49182,T04 Determine confirmation of receipt,complete,Group 3
case-10647,T05 Print and send confirmation of receipt-complete,Resource03,2011/12/07 00:02:57.205,Variant 1,1,Internet,General,Group 8,Resource11,task-49183,T05 Print and send confirmation of receipt,complete,Group 2
case-10647,T06 Determine necessity of stop advice-complete,Resource03,2011/12/07 00:03:19.558,Variant 1,1,Internet,General,Group 8,Resource11,task-49181,T06 Determine necessity of stop advice,complete,Group 1
case-10647,T10 Determine necessity to stop indication-complete,Resource03,2011/12/07 00:04:39.219,Variant 1,1,Internet,General,Group 8,Resource11,task-49184,T10 Determine necessity to stop indication,complete,Group 1
case-10660,Confirmation of receipt-complete,admin2,2011/12/02 17:29:50.103,Variant 3,3,Internet,Customer contact,,admin3,task-48833,Confirmation of receipt,complete,Group 1
case-10661,Confirmation of receipt-complete,Resource06,2011/12/13 22:04:48.724,Variant 4,4,Internet,General,Group 5,Resource06,task-48838,Confirmation of receipt,complete,EMPTY
case-10661,T02 Check confirmation of receipt-complete,Resource06,2011/12/13 22:06:38.157,Variant 4,4,Internet,General,Group 5,Resource06,task-49770,T02 Check confirmation of receipt,complete,Group 4
case-10661,T06 Determine necessity of stop advice-complete,Resource06,2011/12/13 22:54:01.182,Variant 4,4,Internet,General,Group 5,Resource06,task-49771,T06 Determine necessity of stop advice,complete,Group 1
case-10661,T10 Determine necessity to stop indication-complete,Resource06,2011/12/13 22:54:35.391,Variant 4,4,Internet,General,Group 5,Resource06,task-49787,T10 Determine necessity to stop indication,complete,Group 1
case-10661,T04 Determine confirmation of receipt-complete,Resource06,2011/12/13 22:55:18.189,Variant 4,4,Internet,General,Group 5,Resource06,task-49772,T04 Determine confirmation of receipt,complete,Group 3
case-10661,T05 Print and send confirmation of receipt-complete,Resource06,2011/12/13 22:59:02.065,Variant 4,4,Internet,General,Group 5,Resource06,task-49789,T05 Print and send confirmation of receipt,complete,Group 2
case-10662,Confirmation of receipt-complete,Resource06,2011/12/01 01:04:11.166,Variant 1,1,Desk,General,Group 5,Resource06,task-48537,Confirmation of receipt,complete,EMPTY
case-10662,T02 Check confirmation of receipt-complete,Resource06,2011/12/01 01:04:34.445,Variant 1,1,Desk,General,Group 5,Resource06,task-48682,T02 Check confirmation of receipt,complete,Group 4
case-10662,T04 Determine confirmation of receipt-complete,Resource06,2011/12/01 01:05:16.298,Variant 1,1,Desk,General,Group 5,Resource06,task-48684,T04 Determine confirmation of receipt,complete,Group 3
case-10662,T05 Print and send confirmation of receipt-complete,Resource06,2011/12/01 01:05:37.734,Variant 1,1,Desk,General,Group 5,Resource06,task-48686,T05 Print and send confirmation of receipt,complete,Group 2
case-10662,T06 Determine necessity of stop advice-complete,Resource06,2011/12/01 01:06:12.022,Variant 1,1,Desk,General,Group 5,Resource06,task-48683,T06 Determine necessity of stop advice,complete,Group 1
case-10662,T10 Determine necessity to stop indication-complete,Resource06,2011/12/01 01:06:44.087,Variant 1,1,Desk,General,Group 5,Resource06,task-48689,T10 Determine necessity to stop indication,complete,Group 1
case-10663,Confirmation of receipt-complete,Resource04,2011/12/09 21:49:19.454,Variant 1,1,Internet,General,Group 5,Resource04,task-48953,Confirmation of receipt,complete,EMPTY
case-10663,T02 Check confirmation of receipt-complete,Resource04,2011/12/09 21:49:50.916,Variant 1,1,Internet,General,Group 5,Resource04,task-49557,T02 Check confirmation of receipt,complete,Group 4
case-10663,T04 Determine confirmation of receipt-complete,Resource04,2011/12/09 21:50:16.571,Variant 1,1,Internet,General,Group 5,Resource04,task-49559,T04 Determine confirmation of receipt,complete,Group 3
case-10663,T05 Print and send confirmation of receipt-complete,Resource04,2011/12/09 21:50:39.797,Variant 1,1,Internet,General,Group 5,Resource04,task-49560,T05 Print and send confirmation of receipt,complete,Group 2
case-10663,T06 Determine necessity of stop advice-complete,Resource04,2011/12/09 21:50:59.806,Variant 1,1,Internet,General,Group 5,Resource04,task-49558,T06 Determine necessity of stop advice,complete,Group 1
case-10663,T10 Determine necessity to stop indication-complete,Resource04,2011/12/09 21:51:22.060,Variant 1,1,Internet,General,Group 5,Resource04,task-49561,T10 Determine necessity to stop indication,complete,Group 1
case-10669,Confirmation of receipt-complete,Resource03,2011/12/07 01:11:54.463,Variant 1,1,Internet,General,Group 8,Resource11,task-48987,Confirmation of receipt,complete,EMPTY
case-10669,T02 Check confirmation of receipt-complete,Resource03,2011/12/07 01:12:17.249,Variant 1,1,Internet,General,Group 8,Resource11,task-49208,T02 Check confirmation of receipt,complete,Group 4
case-10669,T04 Determine confirmation of receipt-complete,Resource03,2011/12/07 01:12:35.482,Variant 1,1,Internet,General,Group 8,Resource11,task-49210,T04 Determine confirmation of receipt,complete,Group 3
case-10669,T05 Print and send confirmation of receipt-complete,Resource03,2011/12/07 01:12:50.221,Variant 1,1,Internet,General,Group 8,Resource11,task-49211,T05 Print and send confirmation of receipt,complete,Group 2
case-10669,T06 Determine necessity of stop advice-complete,Resource03,2011/12/07 01:13:06.971,Variant 1,1,Internet,General,Group 8,Resource11,task-49209,T06 Determine necessity of stop advice,complete,Group 1
case-10669,T10 Determine necessity to stop indication-complete,Resource03,2011/12/07 01:13:33.793,Variant 1,1,Internet,General,Group 8,Resource11,task-49213,T10 Determine necessity to stop indication,complete,Group 1
case-10670,Confirmation of receipt-complete,Resource03,2011/12/07 23:45:21.482,Variant 1,1,Internet,General,Group 8,Resource11,task-48989,Confirmation of receipt,complete,EMPTY
case-10670,T02 Check confirmation of receipt-complete,Resource03,2011/12/07 23:46:27.071,Variant 1,1,Internet,General,Group 8,Resource11,task-49366,T02 Check confirmation of receipt,complete,Group 4
case-10670,T04 Determine confirmation of receipt-complete,Resource03,2011/12/07 23:46:44.803,Variant 1,1,Internet,General,Group 8,Resource11,task-49368,T04 Determine confirmation of receipt,complete,Group 3
case-10670,T05 Print and send confirmation of receipt-complete,Resource03,2011/12/07 23:47:02.003,Variant 1,1,Internet,General,Group 8,Resource11,task-49369,T05 Print and send confirmation of receipt,complete,Group 2
case-10670,T06 Determine necessity of stop advice-complete,Resource03,2011/12/07 23:47:22.169,Variant 1,1,Internet,General,Group 8,Resource11,task-49367,T06 Determine necessity of stop advice,complete,Group 1
case-10670,T10 Determine necessity to stop indication-complete,Resource03,2011/12/07 23:47:44.738,Variant 1,1,Internet,General,Group 8,Resource11,task-49370,T10 Determine necessity to stop indication,complete,Group 1
case-10671,Confirmation of receipt-complete,Resource05,2011/12/15 21:17:50.970,Variant 1,1,Internet,General,Group 5,Resource05,task-48999,Confirmation of receipt,complete,EMPTY
case-10671,T02 Check confirmation of receipt-complete,Resource05,2011/12/15 21:18:31.532,Variant 1,1,Internet,General,Group 5,Resource05,task-49983,T02 Check confirmation of receipt,complete,Group 4
case-10671,T04 Determine confirmation of receipt-complete,Resource05,2011/12/15 21:18:57.325,Variant 1,1,Internet,General,Group 5,Resource05,task-49985,T04 Determine confirmation of receipt,complete,Group 3
case-10671,T05 Print and send confirmation of receipt-complete,Resource05,2011/12/15 21:20:03.012,Variant 1,1,Internet,General,Group 5,Resource05,task-49986,T05 Print and send confirmation of receipt,complete,Group 2
case-10671,T06 Determine necessity of stop advice-complete,Resource05,2011/12/15 21:21:06.553,Variant 1,1,Internet,General,Group 5,Resource05,task-49984,T06 Determine necessity of stop advice,complete,Group 1
case-10671,T10 Determine necessity to stop indication-complete,Resource05,2011/12/15 21:21:41.425,Variant 1,1,Internet,General,Group 5,Resource05,task-49988,T10 Determine necessity to stop indication,complete,Group 1
case-10675,Confirmation of receipt-complete,Resource09,2011/12/23 23:36:26.442,Variant 37,37,Internet,General,Group 5,Resource09,task-49000,Confirmation of receipt,complete,EMPTY
case-10675,T06 Determine necessity of stop advice-complete,Resource09,2011/12/23 23:38:23.853,Variant 37,37,Internet,General,Group 5,Resource09,task-50760,T06 Determine necessity of stop advice,complete,Group 1
case-10675,T10 Determine necessity to stop indication-complete,Resource09,2011/12/23 23:39:08.074,Variant 37,37,Internet,General,Group 5,Resource09,task-50761,T10 Determine necessity to stop indication,complete,Group 1
case-10688,Confirmation of receipt-complete,Resource04,2011/12/10 01:37:36.011,Variant 1,1,Internet,General,Group 5,Resource04,task-49018,Confirmation of receipt,complete,EMPTY
case-10688,T02 Check confirmation of receipt-complete,Resource04,2011/12/10 01:37:57.329,Variant 1,1,Internet,General,Group 5,Resource04,task-49622,T02 Check confirmation of receipt,complete,Group 4
case-10688,T04 Determine confirmation of receipt-complete,Resource04,2011/12/10 01:38:15.458,Variant 1,1,Internet,General,Group 5,Resource04,task-49624,T04 Determine confirmation of receipt,complete,Group 3
case-10688,T05 Print and send confirmation of receipt-complete,Resource04,2011/12/10 01:38:31.683,Variant 1,1,Internet,General,Group 5,Resource04,task-49625,T05 Print and send confirmation of receipt,complete,Group 2
case-10688,T06 Determine necessity of stop advice-complete,Resource04,2011/12/22 20:10:39.999,Variant 1,1,Internet,General,Group 5,Resource04,task-49623,T06 Determine necessity of stop advice,complete,Group 1
case-10688,T10 Determine necessity to stop indication-complete,Resource04,2011/12/22 20:11:38.505,Variant 1,1,Internet,General,Group 5,Resource04,task-50601,T10 Determine necessity to stop indication,complete,Group 1
case-10693,Confirmation of receipt-complete,Resource03,2011/12/06 23:40:10.889,Variant 10,10,e-mail,General,Group 2,Resource03,task-48816,Confirmation of receipt,complete,EMPTY
case-10693,T02 Check confirmation of receipt-complete,Resource03,2011/12/06 23:40:35.378,Variant 10,10,e-mail,General,Group 2,Resource03,task-49164,T02 Check confirmation of receipt,complete,Group 4
case-10693,T04 Determine confirmation of receipt-complete,Resource03,2011/12/06 23:40:51.708,Variant 10,10,e-mail,General,Group 2,Resource03,task-49166,T04 Determine confirmation of receipt,complete,Group 3
case-10693,T05 Print and send confirmation of receipt-complete,Resource03,2011/12/06 23:41:07.822,Variant 10,10,e-mail,General,Group 2,Resource03,task-49167,T05 Print and send confirmation of receipt,complete,Group 2
case-10693,T06 Determine necessity of stop advice-complete,admin2,2011/12/06 23:41:40.040,Variant 10,10,e-mail,General,Group 2,Resource03,task-49165,T06 Determine necessity of stop advice,complete,Group 1
case-10709,Confirmation of receipt-complete,Resource09,2012/01/10 22:14:31.452,Variant 4,4,Internet,General,Group 5,Resource09,task-49007,Confirmation of receipt,complete,EMPTY
case-10709,T02 Check confirmation of receipt-complete,Resource09,2012/01/10 22:15:26.688,Variant 4,4,Internet,General,Group 5,Resource09,task-51735,T02 Check confirmation of receipt,complete,Group 4
case-10709,T06 Determine necessity of stop advice-complete,Resource09,2012/01/10 22:47:41.697,Variant 4,4,Internet,General,Group 5,Resource09,task-51736,T06 Determine necessity of stop advice,complete,Group 1
case-10709,T10 Determine necessity to stop indication-complete,Resource09,2012/01/10 23:09:25.832,Variant 4,4,Internet,General,Group 5,Resource09,task-51762,T10 Determine necessity to stop indication,complete,Group 1
case-10709,T04 Determine confirmation of receipt-complete,Resource09,2012/01/10 23:11:40.999,Variant 4,4,Internet,General,Group 5,Resource09,task-51737,T04 Determine confirmation of receipt,complete,Group 3
case-10709,T05 Print and send confirmation of receipt-complete,Resource09,2012/01/10 23:12:14.059,Variant 4,4,Internet,General,Group 5,Resource09,task-51776,T05 Print and send confirmation of receipt,complete,Group 2
case-10735,Confirmation of receipt-complete,Resource16,2011/12/07 20:27:27.810,Variant 1,1,Internet,General,Group 8,Resource11,task-49022,Confirmation of receipt,complete,EMPTY
case-10735,T02 Check confirmation of receipt-complete,Resource16,2011/12/07 20:27:59.544,Variant 1,1,Internet,General,Group 8,Resource11,task-49311,T02 Check confirmation of receipt,complete,Group 4
case-10735,T04 Determine confirmation of receipt-complete,Resource16,2011/12/07 20:28:27.297,Variant 1,1,Internet,General,Group 8,Resource11,task-49313,T04 Determine confirmation of receipt,complete,Group 3
case-10735,T05 Print and send confirmation of receipt-complete,Resource16,2011/12/07 20:29:01.432,Variant 1,1,Internet,General,Group 8,Resource11,task-49314,T05 Print and send confirmation of receipt,complete,Group 2
case-10735,T06 Determine necessity of stop advice-complete,Resource16,2011/12/07 20:29:25.305,Variant 1,1,Internet,General,Group 8,Resource11,task-49312,T06 Determine necessity of stop advice,complete,Group 1
case-10735,T10 Determine necessity to stop indication-complete,Resource16,2011/12/07 20:30:00.766,Variant 1,1,Internet,General,Group 8,Resource11,task-49315,T10 Determine necessity to stop indication,complete,Group 1
case-10749,Confirmation of receipt-complete,Resource16,2011/12/06 22:30:29.664,Variant 1,1,Internet,General,Group 8,Resource11,task-49076,Confirmation of receipt,complete,EMPTY
case-10749,T02 Check confirmation of receipt-complete,Resource16,2011/12/06 22:37:47.452,Variant 1,1,Internet,General,Group 8,Resource11,task-49129,T02 Check confirmation of receipt,complete,Group 4
case-10749,T04 Determine confirmation of receipt-complete,Resource16,2011/12/06 22:38:09.733,Variant 1,1,Internet,General,Group 8,Resource11,task-49132,T04 Determine confirmation of receipt,complete,Group 3
case-10749,T05 Print and send confirmation of receipt-complete,Resource16,2011/12/06 22:38:30.187,Variant 1,1,Internet,General,Group 8,Resource11,task-49133,T05 Print and send confirmation of receipt,complete,Group 2
case-10749,T06 Determine necessity of stop advice-complete,Resource16,2011/12/06 22:38:57.461,Variant 1,1,Internet,General,Group 8,Resource11,task-49130,T06 Determine necessity of stop advice,complete,Group 1
case-10749,T10 Determine necessity to stop indication-complete,Resource16,2011/12/06 22:39:25.089,Variant 1,1,Internet,General,Group 8,Resource11,task-49135,T10 Determine necessity to stop indication,complete,Group 1
case-10757,Confirmation of receipt-complete,Resource06,2011/12/13 21:09:28.917,Variant 1,1,Internet,General,Group 5,Resource06,task-49100,Confirmation of receipt,complete,EMPTY
case-10757,T02 Check confirmation of receipt-complete,Resource06,2011/12/14 00:18:51.703,Variant 1,1,Internet,General,Group 5,Resource06,task-49762,T02 Check confirmation of receipt,complete,Group 4
case-10757,T04 Determine confirmation of receipt-complete,Resource06,2011/12/14 00:19:42.246,Variant 1,1,Internet,General,Group 5,Resource06,task-49805,T04 Determine confirmation of receipt,complete,Group 3
case-10757,T05 Print and send confirmation of receipt-complete,Resource06,2011/12/14 00:20:26.891,Variant 1,1,Internet,General,Group 5,Resource06,task-49806,T05 Print and send confirmation of receipt,complete,Group 2
case-10757,T06 Determine necessity of stop advice-complete,Resource06,2011/12/14 00:28:47.163,Variant 1,1,Internet,General,Group 5,Resource06,task-49763,T06 Determine necessity of stop advice,complete,Group 1
case-10757,T10 Determine necessity to stop indication-complete,Resource06,2011/12/14 00:29:29.822,Variant 1,1,Internet,General,Group 5,Resource06,task-49812,T10 Determine necessity to stop indication,complete,Group 1
case-10763,Confirmation of receipt-complete,Resource35,2011/12/18 01:16:49.296,Variant 5,5,Internet,General,Group 7,Resource35,task-49158,Confirmation of receipt,complete,EMPTY
case-10763,T02 Check confirmation of receipt-complete,Resource35,2011/12/18 01:17:26.955,Variant 5,5,Internet,General,Group 7,Resource35,task-50087,T02 Check confirmation of receipt,complete,Group 4
case-10763,T04 Determine confirmation of receipt-complete,Resource35,2011/12/18 01:17:56.913,Variant 5,5,Internet,General,Group 7,Resource35,task-50089,T04 Determine confirmation of receipt,complete,Group 3
case-10763,T06 Determine necessity of stop advice-complete,Resource35,2011/12/18 01:18:30.884,Variant 5,5,Internet,General,Group 7,Resource35,task-50088,T06 Determine necessity of stop advice,complete,Group 1
case-10763,T10 Determine necessity to stop indication-complete,Resource35,2011/12/18 01:19:13.622,Variant 5,5,Internet,General,Group 7,Resource35,task-50091,T10 Determine necessity to stop indication,complete,Group 1
case-10763,T05 Print and send confirmation of receipt-complete,admin1,2011/12/19 20:34:23.055,Variant 5,5,Internet,General,Group 7,Resource35,task-50090,T05 Print and send confirmation of receipt,complete,Group 2
case-10765,Confirmation of receipt-complete,Resource23,2011/12/12 23:30:43.309,Variant 15,15,Internet,General,Group 5,Resource23,task-49206,Confirmation of receipt,complete,EMPTY
case-10765,T02 Check confirmation of receipt-complete,Resource23,2011/12/12 23:32:01.716,Variant 15,15,Internet,General,Group 5,Resource23,task-49672,T02 Check confirmation of receipt,complete,Group 4
case-10765,T04 Determine confirmation of receipt-complete,Resource23,2011/12/12 23:32:40.534,Variant 15,15,Internet,General,Group 5,Resource23,task-49674,T04 Determine confirmation of receipt,complete,Group 3
case-10765,T05 Print and send confirmation of receipt-complete,Resource23,2011/12/12 23:33:38.186,Variant 15,15,Internet,General,Group 5,Resource23,task-49675,T05 Print and send confirmation of receipt,complete,Group 2
case-10777,Confirmation of receipt-complete,Resource16,2011/12/09 17:51:11.509,Variant 1,1,Internet,General,Group 8,Resource11,task-49364,Confirmation of receipt,complete,EMPTY
case-10777,T02 Check confirmation of receipt-complete,Resource16,2011/12/09 17:51:52.760,Variant 1,1,Internet,General,Group 8,Resource11,task-49525,T02 Check confirmation of receipt,complete,Group 4
case-10777,T04 Determine confirmation of receipt-complete,Resource16,2011/12/09 17:52:21.123,Variant 1,1,Internet,General,Group 8,Resource11,task-49527,T04 Determine confirmation of receipt,complete,Group 3
case-10777,T05 Print and send confirmation of receipt-complete,Resource16,2011/12/09 17:52:41.023,Variant 1,1,Internet,General,Group 8,Resource11,task-49528,T05 Print and send confirmation of receipt,complete,Group 2
case-10777,T06 Determine necessity of stop advice-complete,Resource16,2011/12/09 17:53:04.728,Variant 1,1,Internet,General,Group 8,Resource11,task-49526,T06 Determine necessity of stop advice,complete,Group 1
case-10777,T10 Determine necessity to stop indication-complete,Resource16,2011/12/09 17:53:29.259,Variant 1,1,Internet,General,Group 8,Resource11,task-49529,T10 Determine necessity to stop indication,complete,Group 1
case-10779,Confirmation of receipt-complete,Resource09,2011/12/08 00:52:49.492,Variant 9,9,Internet,General,Group 5,Resource09,task-49365,Confirmation of receipt,complete,Group 1
case-10779,T06 Determine necessity of stop advice-complete,Resource09,2011/12/08 00:56:56.564,Variant 9,9,Internet,General,Group 5,Resource09,task-49404,T06 Determine necessity of stop advice,complete,Group 1
case-10779,T02 Check confirmation of receipt-complete,Resource09,2011/12/08 00:58:29.727,Variant 9,9,Internet,General,Group 5,Resource09,task-49403,T02 Check confirmation of receipt,complete,Group 4
case-10779,T10 Determine necessity to stop indication-complete,Resource09,2011/12/08 00:59:40.804,Variant 9,9,Internet,General,Group 5,Resource09,task-49405,T10 Determine necessity to stop indication,complete,Group 1
case-10779,T04 Determine confirmation of receipt-complete,Resource09,2011/12/08 01:00:17.096,Variant 9,9,Internet,General,Group 5,Resource09,task-49406,T04 Determine confirmation of receipt,complete,Group 3
case-10779,T05 Print and send confirmation of receipt-complete,Resource09,2011/12/08 01:00:46.464,Variant 9,9,Internet,General,Group 5,Resource09,task-49408,T05 Print and send confirmation of receipt,complete,Group 2
case-10788,Confirmation of receipt-complete,Resource14,2012/01/13 00:13:12.379,Variant 1,1,Internet,General,Group 5,Resource14,task-49448,Confirmation of receipt,complete,Group 1
case-10788,T02 Check confirmation of receipt-complete,Resource14,2012/01/13 00:13:56.588,Variant 1,1,Internet,General,Group 5,Resource14,task-52177,T02 Check confirmation of receipt,complete,Group 4
case-10788,T04 Determine confirmation of receipt-complete,Resource14,2012/01/13 00:14:33.885,Variant 1,1,Internet,General,Group 5,Resource14,task-52179,T04 Determine confirmation of receipt,complete,Group 3
case-10788,T05 Print and send confirmation of receipt-complete,Resource14,2012/01/13 00:16:01.964,Variant 1,1,Internet,General,Group 5,Resource14,task-52180,T05 Print and send confirmation of receipt,complete,Group 2
case-10788,T06 Determine necessity of stop advice-complete,Resource14,2012/01/13 00:17:05.134,Variant 1,1,Internet,General,Group 5,Resource14,task-52178,T06 Determine necessity of stop advice,complete,Group 1
case-10788,T10 Determine necessity to stop indication-complete,Resource14,2012/01/13 00:18:11.016,Variant 1,1,Internet,General,Group 5,Resource14,task-52181,T10 Determine necessity to stop indication,complete,Group 1
case-10799,Confirmation of receipt-complete,Resource16,2011/12/21 21:35:49.971,Variant 1,1,Internet,General,Group 8,Resource11,task-49657,Confirmation of receipt,complete,EMPTY
case-10799,T02 Check confirmation of receipt-complete,Resource16,2011/12/21 21:36:33.658,Variant 1,1,Internet,General,Group 8,Resource11,task-50488,T02 Check confirmation of receipt,complete,Group 4
case-10799,T04 Determine confirmation of receipt-complete,Resource16,2011/12/21 22:11:54.559,Variant 1,1,Internet,General,Group 8,Resource11,task-50490,T04 Determine confirmation of receipt,complete,Group 3
case-10799,T05 Print and send confirmation of receipt-complete,Resource16,2011/12/21 22:15:09.991,Variant 1,1,Internet,General,Group 8,Resource11,task-50493,T05 Print and send confirmation of receipt,complete,Group 2
case-10799,T06 Determine necessity of stop advice-complete,Resource16,2011/12/21 22:15:40.720,Variant 1,1,Internet,General,Group 8,Resource11,task-50489,T06 Determine necessity of stop advice,complete,Group 1
case-10799,T10 Determine necessity to stop indication-complete,Resource16,2011/12/21 22:22:30.403,Variant 1,1,Internet,General,Group 8,Resource11,task-50495,T10 Determine necessity to stop indication,complete,Group 1
case-10800,Confirmation of receipt-complete,Resource16,2011/12/21 23:23:48.367,Variant 1,1,Internet,General,Group 8,Resource11,task-49661,Confirmation of receipt,complete,EMPTY
case-10800,T02 Check confirmation of receipt-complete,Resource16,2011/12/21 23:24:27.676,Variant 1,1,Internet,General,Group 8,Resource11,task-50521,T02 Check confirmation of receipt,complete,Group 4
case-10800,T04 Determine confirmation of receipt-complete,Resource16,2011/12/21 23:24:58.629,Variant 1,1,Internet,General,Group 8,Resource11,task-50523,T04 Determine confirmation of receipt,complete,Group 3
case-10800,T05 Print and send confirmation of receipt-complete,Resource16,2011/12/21 23:25:24.973,Variant 1,1,Internet,General,Group 8,Resource11,task-50524,T05 Print and send confirmation of receipt,complete,Group 2
case-10800,T06 Determine necessity of stop advice-complete,Resource16,2011/12/21 23:25:50.026,Variant 1,1,Internet,General,Group 8,Resource11,task-50522,T06 Determine necessity of stop advice,complete,Group 1
case-10800,T10 Determine necessity to stop indication-complete,Resource16,2011/12/21 23:26:26.932,Variant 1,1,Internet,General,Group 8,Resource11,task-50525,T10 Determine necessity to stop indication,complete,Group 1
case-10810,Confirmation of receipt-complete,Resource06,2012/01/13 00:56:12.766,Variant 1,1,Internet,General,Group 5,Resource06,task-49664,Confirmation of receipt,complete,EMPTY
case-10810,T02 Check confirmation of receipt-complete,Resource06,2012/01/13 01:07:45.635,Variant 1,1,Internet,General,Group 5,Resource06,task-52201,T02 Check confirmation of receipt,complete,Group 4
case-10810,T04 Determine confirmation of receipt-complete,Resource06,2012/01/13 01:08:24.037,Variant 1,1,Internet,General,Group 5,Resource06,task-52217,T04 Determine confirmation of receipt,complete,Group 3
case-10810,T05 Print and send confirmation of receipt-complete,Resource06,2012/01/13 01:09:31.229,Variant 1,1,Internet,General,Group 5,Resource06,task-52218,T05 Print and send confirmation of receipt,complete,Group 2
case-10810,T06 Determine necessity of stop advice-complete,Resource06,2012/01/13 01:10:05.481,Variant 1,1,Internet,General,Group 5,Resource06,task-52202,T06 Determine necessity of stop advice,complete,Group 1
case-10810,T10 Determine necessity to stop indication-complete,Resource06,2012/01/13 01:11:11.427,Variant 1,1,Internet,General,Group 5,Resource06,task-52219,T10 Determine necessity to stop indication,complete,Group 1
case-10814,Confirmation of receipt-complete,Resource12,2011/12/28 23:19:04.153,Variant 5,5,Internet,General,Group 5,Resource12,task-49676,Confirmation of receipt,complete,EMPTY
case-10814,T02 Check confirmation of receipt-complete,Resource12,2011/12/28 23:20:33.399,Variant 5,5,Internet,General,Group 5,Resource12,task-50875,T02 Check confirmation of receipt,complete,Group 4
case-10814,T04 Determine confirmation of receipt-complete,Resource12,2011/12/28 23:21:05.710,Variant 5,5,Internet,General,Group 5,Resource12,task-50877,T04 Determine confirmation of receipt,complete,Group 3
case-10814,T06 Determine necessity of stop advice-complete,Resource12,2011/12/28 23:39:32.658,Variant 5,5,Internet,General,Group 5,Resource12,task-50876,T06 Determine necessity of stop advice,complete,Group 1
case-10814,T10 Determine necessity to stop indication-complete,Resource12,2011/12/28 23:45:48.231,Variant 5,5,Internet,General,Group 5,Resource12,task-50880,T10 Determine necessity to stop indication,complete,Group 1
case-10814,T05 Print and send confirmation of receipt-complete,admin1,2011/12/30 19:01:44.557,Variant 5,5,Internet,General,Group 5,Resource12,task-50878,T05 Print and send confirmation of receipt,complete,Group 2
case-10838,Confirmation of receipt-complete,Resource04,2012/01/03 21:51:49.190,Variant 1,1,Internet,General,Group 5,Resource04,task-49838,Confirmation of receipt,complete,EMPTY
case-10838,T02 Check confirmation of receipt-complete,Resource04,2012/01/03 21:52:18.360,Variant 1,1,Internet,General,Group 5,Resource04,task-51106,T02 Check confirmation of receipt,complete,Group 4
case-10838,T04 Determine confirmation of receipt-complete,Resource04,2012/01/03 21:53:19.645,Variant 1,1,Internet,General,Group 5,Resource04,task-51108,T04 Determine confirmation of receipt,complete,Group 3
case-10838,T05 Print and send confirmation of receipt-complete,Resource04,2012/01/03 21:53:44.316,Variant 1,1,Internet,General,Group 5,Resource04,task-51110,T05 Print and send confirmation of receipt,complete,Group 2
case-10838,T06 Determine necessity of stop advice-complete,Resource04,2012/01/04 17:57:57.196,Variant 1,1,Internet,General,Group 5,Resource04,task-51107,T06 Determine necessity of stop advice,complete,Group 1
case-10838,T10 Determine necessity to stop indication-complete,Resource04,2012/01/04 17:58:41.444,Variant 1,1,Internet,General,Group 5,Resource04,task-51148,T10 Determine necessity to stop indication,complete,Group 1
case-10853,Confirmation of receipt-complete,Resource20,2012/01/07 01:54:34.620,Variant 1,1,Internet,General,Group 2,Resource20,task-49898,Confirmation of receipt,complete,EMPTY
case-10853,T02 Check confirmation of receipt-complete,Resource20,2012/01/07 01:55:03.629,Variant 1,1,Internet,General,Group 2,Resource20,task-51530,T02 Check confirmation of receipt,complete,Group 4
case-10853,T04 Determine confirmation of receipt-complete,Resource20,2012/01/07 01:55:29.771,Variant 1,1,Internet,General,Group 2,Resource20,task-51532,T04 Determine confirmation of receipt,complete,Group 3
case-10853,T05 Print and send confirmation of receipt-complete,Resource20,2012/01/07 01:55:55.212,Variant 1,1,Internet,General,Group 2,Resource20,task-51533,T05 Print and send confirmation of receipt,complete,Group 2
