Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:name,impact,lifecycle:transition,org:group,org:role,organization country,organization involved,product,resource country
1-586382068,Accepted-In Progress,Peter,2011/10/13 22:29:24.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,M19 2nd,PROD286,Sweden
1-586382068,Completed-Closed,Peter,2012/01/03 23:01:22.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,M19 2nd,PROD286,Sweden
1-587058585,Accepted-In Progress,Maria,2011/10/14 16:39:18.000,Variant 1,1,Accepted,Medium,In Progress,Org line V2,,se,T10 2nd,PROD615,Sweden
1-587058585,Completed-Closed,Maria,2012/03/16 19:42:52.000,Variant 1,1,Completed,Medium,Closed,Org line V2,,se,T10 2nd,PROD615,Sweden
1-587337285,Accepted-In Progress,Aparna,2011/10/14 22:33:07.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
1-587337285,Completed-Closed,Aparna,2012/03/06 00:03:16.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
1-587337305,Accepted-In Progress,Aparna,2011/10/14 22:45:00.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
1-587337305,Completed-Closed,Aparna,2012/02/09 17:19:55.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
1-587383007,Accepted-In Progress,Vikrant,2011/10/14 23:06:14.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
1-587383007,Completed-Closed,Vikrant,2012/01/04 19:07:10.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
1-588543315,Accepted-In Progress,Vikrant,2011/10/17 22:05:05.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
1-588543315,Completed-Closed,Vikrant,2012/01/25 21:26:37.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
1-589099869,Accepted-In Progress,Torbjörn,2011/10/18 18:06:35.000,Variant 1,1,Accepted,Low,In Progress,Org line G4,,se,S33 2nd,PROD397,Sweden
1-589099869,Completed-Closed,Torbjörn,2012/01/09 20:54:21.000,Variant 1,1,Completed,Low,Closed,Org line G4,,se,S33 2nd,PROD397,Sweden
1-589421537,Accepted-In Progress,Nicolas,2011/10/18 22:37:21.000,Variant 1,1,Accepted,High,In Progress,Org line C,C_6,fr,G225 3rd,PROD804,France
1-589421537,Completed-Closed,Nicolas,2012/03/30 18:43:20.000,Variant 1,1,Completed,High,Closed,Org line C,C_6,fr,G225 3rd,PROD804,France
1-589962550,Accepted-In Progress,Stefan,2011/10/19 21:02:57.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,D_1,se,L38 3rd,PROD607,Sweden
1-589962550,Completed-Closed,Stefan,2012/02/22 17:50:42.000,Variant 1,1,Completed,Medium,Closed,Org line A2,D_1,se,L38 3rd,PROD607,Sweden
1-590579544,Accepted-In Progress,Roland,2011/10/20 03:55:35.000,Variant 1,1,Accepted,High,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
1-590579544,Completed-Closed,Roland,2012/01/26 18:18:45.000,Variant 1,1,Completed,High,Closed,Org line G4,,se,S33 2nd,PROD374,Sweden
1-591301260,Accepted-In Progress,Håkan,2011/10/20 20:39:33.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
1-591301260,Completed-Closed,Håkan,2012/03/13 20:19:08.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,S33 2nd,PROD374,Sweden
1-592064699,Accepted-In Progress,Christoffer,2011/10/21 20:01:26.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,E_10,se,G255 2nd,PROD399,Sweden
1-592064699,Completed-Closed,Christoffer,2012/02/01 20:02:51.000,Variant 1,1,Completed,Medium,Closed,Org line C,E_10,se,G255 2nd,PROD399,Sweden
1-593022132,Accepted-In Progress,Maltesh,2011/10/23 11:46:32.000,Variant 1,1,Accepted,Low,In Progress,Org line B,E_10,in,G238 2nd,PROD209,INDIA
1-593022132,Completed-Closed,Maltesh,2012/01/09 08:29:49.000,Variant 1,1,Completed,Low,Closed,Org line B,E_10,in,G238 2nd,PROD209,INDIA
1-593022224,Accepted-In Progress,Eric,2011/10/23 16:39:49.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
1-593022224,Completed-Closed,Eric,2012/01/09 17:21:47.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,S33 2nd,PROD374,Sweden
1-593751721,Accepted-In Progress,Peter,2011/10/24 21:22:19.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,M19 2nd,PROD286,Sweden
1-593751721,Completed-Closed,Peter,2012/01/03 23:03:49.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,M19 2nd,PROD286,Sweden
1-593933571,Accepted-In Progress,Rainer,2011/10/24 23:58:48.000,Variant 1,1,Accepted,High,In Progress,Org line V5,,de,V19 2nd,PROD637,Germany
1-593933571,Completed-Closed,Rainer,2012/04/20 19:01:39.000,Variant 1,1,Completed,High,Closed,Org line V5,,de,V19 2nd,PROD637,Germany
1-594666837,Accepted-In Progress,Jörgen,2011/10/25 21:23:06.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,E_4,us,G88 2nd,PROD348,Sweden
1-594666837,Completed-Closed,Jörgen,2012/02/28 23:00:13.000,Variant 1,1,Completed,Medium,Closed,Org line C,E_4,us,G88 2nd,PROD348,Sweden
1-594673056,Accepted-In Progress,Peter,2011/10/25 21:34:02.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,M19 2nd,PROD286,Sweden
1-594673056,Completed-Closed,Peter,2012/01/03 23:01:46.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,M19 2nd,PROD286,Sweden
1-594693527,Accepted-In Progress,Per,2011/10/25 21:30:47.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
1-594693527,Completed-Closed,Per,2012/04/20 15:21:40.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
1-596286562,Accepted-In Progress,Niklas,2011/10/27 16:37:38.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,V3_2,se,M11,PROD512,Sweden
1-596286562,Completed-Closed,Niklas,2012/01/09 15:20:11.000,Variant 1,1,Completed,Medium,Closed,Org line C,V3_2,se,M11,PROD512,Sweden
1-596815491,Accepted-In Progress,Stephen,2011/10/28 01:26:39.000,Variant 1,1,Accepted,Major,In Progress,Org line A2,A2_5,us,N30 2nd,PROD487,USA
1-596815491,Completed-Closed,Stephen,2012/01/06 04:08:06.000,Variant 1,1,Completed,Major,Closed,Org line A2,A2_5,us,N30 2nd,PROD487,USA
1-597616526,Accepted-In Progress,Börje,2011/10/28 22:32:35.000,Variant 1,1,Accepted,Major,In Progress,Org line C,C_1,se,G100 3rd,PROD153,Sweden
1-597616526,Completed-Closed,Börje,2012/01/03 19:19:56.000,Variant 1,1,Completed,Major,Closed,Org line C,C_1,se,G100 3rd,PROD153,Sweden
1-599352141,Accepted-In Progress,Niklas,2011/11/01 15:23:43.000,Variant 1,1,Accepted,Low,In Progress,Org line C,V3_2,se,M11,PROD512,Sweden
1-599352141,Completed-Closed,Niklas,2012/01/09 15:19:48.000,Variant 1,1,Completed,Low,Closed,Org line C,V3_2,se,M11,PROD512,Sweden
1-600873076,Accepted-In Progress,Aparna,2011/11/03 02:58:55.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
1-600873076,Completed-Closed,Aparna,2012/01/26 18:00:39.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
1-601433623,Accepted-In Progress,Peter,2011/11/03 17:02:34.000,Variant 1,1,Accepted,Low,In Progress,Org line C,C_1,be,G56 3rd,PROD394,Belgium
1-601433623,Completed-Closed,Peter,2012/01/12 18:06:35.000,Variant 1,1,Completed,Low,Closed,Org line C,C_1,be,G56 3rd,PROD394,Belgium
1-601636752,Accepted-In Progress,Ewa,2011/11/03 20:23:28.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
1-601636752,Completed-Closed,Ewa,2012/01/03 16:32:27.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
1-603563148,Accepted-In Progress,Tomas,2011/11/07 15:26:58.000,Variant 1,1,Accepted,Medium,In Progress,Org line V2,,se,T3 2nd,PROD61,Sweden
1-603563148,Completed-Closed,Tomas,2012/01/09 19:27:06.000,Variant 1,1,Completed,Medium,Closed,Org line V2,,se,T3 2nd,PROD61,Sweden
1-603708003,Accepted-In Progress,Ewa,2011/11/07 17:47:29.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
1-603708003,Completed-Closed,Ewa,2012/01/30 21:08:22.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
1-603798757,Accepted-In Progress,Anup,2011/11/07 18:57:05.000,Variant 1,1,Accepted,High,In Progress,Org line C,E_8,in,G119 2nd,PROD597,INDIA
1-603798757,Completed-Closed,Anup,2012/05/23 19:07:40.000,Variant 1,1,Completed,High,Closed,Org line C,E_8,in,G119 2nd,PROD597,INDIA
1-604432843,Accepted-In Progress,Kim,2011/11/08 16:01:01.000,Variant 1,1,Accepted,High,In Progress,Org line C,C_5,se,G120 3rd,PROD597,Sweden
1-604432843,Completed-Closed,Kim,2012/02/01 16:55:22.000,Variant 1,1,Completed,High,Closed,Org line C,C_5,se,G120 3rd,PROD597,Sweden
1-604432860,Accepted-In Progress,Kim,2011/11/08 16:02:33.000,Variant 1,1,Accepted,High,In Progress,Org line C,C_5,se,G120 3rd,PROD597,Sweden
1-604432860,Completed-Closed,Kim,2012/02/01 16:55:55.000,Variant 1,1,Completed,High,Closed,Org line C,C_5,se,G120 3rd,PROD597,Sweden
1-604432887,Accepted-In Progress,Kim,2011/11/08 16:03:55.000,Variant 1,1,Accepted,Low,In Progress,Org line C,C_5,se,G120 3rd,PROD597,Sweden
1-604432887,Completed-Closed,Kim,2012/02/01 16:56:20.000,Variant 1,1,Completed,Low,Closed,Org line C,C_5,se,G120 3rd,PROD597,Sweden
1-604646378,Accepted-In Progress,Maryse,2011/11/08 21:23:20.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,D_1,fr,V21 2nd,PROD596,France
1-604646378,Completed-Closed,Maryse,2012/04/12 20:23:47.000,Variant 1,1,Completed,Medium,Closed,Org line A2,D_1,fr,V21 2nd,PROD596,France
1-605279637,Accepted-In Progress,Timothy,2011/11/09 21:27:59.000,Variant 1,1,Accepted,High,In Progress,Org line A2,A2_1,gb,G42 3rd,PROD236,United Kingdom
1-605279637,Completed-Closed,Timothy,2012/02/15 18:44:42.000,Variant 1,1,Completed,High,Closed,Org line A2,A2_1,gb,G42 3rd,PROD236,United Kingdom
1-607840637,Accepted-In Progress,Rickard,2011/11/15 21:15:57.000,Variant 1,1,Accepted,Low,In Progress,Org line G4,,se,S33 2nd,PROD448,Sweden
1-607840637,Completed-Closed,Rickard,2012/01/27 20:46:02.000,Variant 1,1,Completed,Low,Closed,Org line G4,,se,S33 2nd,PROD448,Sweden
1-611582327,Accepted-In Progress,Maryse,2011/11/18 18:58:02.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,D_1,fr,V21 2nd,PROD596,France
1-611582327,Completed-Closed,Maryse,2012/03/14 22:55:46.000,Variant 1,1,Completed,Medium,Closed,Org line A2,D_1,fr,V21 2nd,PROD596,France
1-611582394,Accepted-In Progress,Maryse,2011/11/18 18:59:39.000,Variant 1,1,Accepted,Low,In Progress,Org line A2,D_1,fr,V21 2nd,PROD596,France
1-611582394,Completed-Closed,Maryse,2012/02/01 19:32:12.000,Variant 1,1,Completed,Low,Closed,Org line A2,D_1,fr,V21 2nd,PROD596,France
1-611637278,Accepted-In Progress,John,2011/11/18 21:14:42.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_1,se,N15 2nd,PROD180,Sweden
1-611637278,Completed-Closed,John,2012/01/17 22:32:16.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_1,se,N15 2nd,PROD180,Sweden
1-613412559,Accepted-In Progress,Joshua,2011/11/21 23:27:27.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,E_4,us,G88 2nd,PROD436,USA
1-613412559,Completed-Closed,Joshua,2012/01/07 01:59:13.000,Variant 1,1,Completed,Medium,Closed,Org line C,E_4,us,G88 2nd,PROD436,USA
1-613740745,Accepted-In Progress,Sarath,2011/11/22 14:32:34.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,E_4,us,G88 2nd,PROD219,INDIA
1-613740745,Completed-Closed,Sarath,2012/01/04 17:44:19.000,Variant 1,1,Completed,Medium,Closed,Org line C,E_4,us,G88 2nd,PROD219,INDIA
1-614451236,Accepted-In Progress,Bjarne,2011/11/23 14:06:12.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,E_4,us,G88 2nd,PROD794,Sweden
1-614451236,Completed-Closed,Bjarne,2012/03/20 20:47:33.000,Variant 1,1,Completed,Medium,Closed,Org line C,E_4,us,G88 2nd,PROD794,Sweden
1-615224713,Accepted-In Progress,Dawid,2011/11/23 22:01:03.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_3,pl,N26 2nd,PROD791,POLAND
1-615224713,Completed-Closed,Dawid,2012/01/13 20:26:02.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_3,pl,N26 2nd,PROD791,POLAND
1-616014042,Accepted-In Progress,Sylvie,2011/11/24 18:07:34.000,Variant 1,1,Accepted,Low,In Progress,Org line C,C_1,us,G14 3rd,PROD398,France
1-616014042,Completed-Closed,Sylvie,2012/03/28 18:41:08.000,Variant 1,1,Completed,Low,Closed,Org line C,C_1,us,G14 3rd,PROD398,France
1-617049384,Accepted-In Progress,Vesa,2011/11/25 22:08:25.000,Variant 1,1,Accepted,High,In Progress,Org line C,C_6,se,G268 3rd,PROD805,Sweden
1-617049384,Completed-Closed,Vesa,2012/01/23 17:11:18.000,Variant 1,1,Completed,High,Closed,Org line C,C_6,se,G268 3rd,PROD805,Sweden
1-618620384,Accepted-In Progress,Rafal,2011/12/01 17:20:57.000,Variant 1,1,Accepted,High,In Progress,Org line A2,D_1,pl,V10 3rd,PROD69,POLAND
1-618620384,Completed-Closed,Rafal,2012/02/23 20:41:54.000,Variant 1,1,Completed,High,Closed,Org line A2,D_1,pl,V10 3rd,PROD69,POLAND
1-619087129,Accepted-In Progress,Ewa,2011/12/02 19:09:21.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
1-619087129,Completed-Closed,Ewa,2012/01/03 18:10:20.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
1-619254483,Accepted-In Progress,Maria,2011/12/02 22:37:58.000,Variant 1,1,Accepted,High,In Progress,Org line A2,A2_4,se,G118 2nd,PROD591,Sweden
1-619254483,Completed-Closed,Maria,2012/01/10 17:11:14.000,Variant 1,1,Completed,High,Closed,Org line A2,A2_4,se,G118 2nd,PROD591,Sweden
1-619684455,Accepted-In Progress,Stephane,2011/12/05 17:59:00.000,Variant 1,1,Accepted,Major,In Progress,Org line C,E_8,in,G181 2nd,PROD476,France
1-619684455,Completed-Closed,Stephane,2012/01/23 21:06:08.000,Variant 1,1,Completed,Major,Closed,Org line C,E_8,in,G181 2nd,PROD476,France
1-620015297,Accepted-In Progress,Rickard,2011/12/06 14:51:12.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
1-620015297,Completed-Closed,Rickard,2012/02/08 21:12:13.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,S33 2nd,PROD374,Sweden
1-620074564,Accepted-In Progress,Pallav,2011/12/06 17:02:09.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_2,in,G38 2nd,PROD215,Sweden
1-620074564,Completed-Closed,Pallav,2012/05/04 21:48:40.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_2,in,G38 2nd,PROD215,Sweden
1-620430705,Accepted-In Progress,Per,2011/12/07 15:17:12.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
1-620430705,Completed-Closed,Per,2012/04/20 15:19:39.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
1-620572095,Accepted-In Progress,Ingemar,2011/12/08 15:19:35.000,Variant 1,1,Accepted,Low,In Progress,Org line C,E_9,se,N12 2nd,PROD277,Sweden
1-620572095,Completed-Closed,Ingemar,2012/04/02 15:32:04.000,Variant 1,1,Completed,Low,Closed,Org line C,E_9,se,N12 2nd,PROD277,Sweden
1-620656965,Accepted-In Progress,Torbjörn,2011/12/07 21:57:08.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,S33 2nd,PROD397,Sweden
1-620656965,Completed-Closed,Torbjörn,2012/01/09 20:50:31.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,S33 2nd,PROD397,Sweden
1-620705595,Accepted-In Progress,Karin,2011/12/07 22:52:47.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,C_1,be,G56 3rd,PROD816,Sweden
1-620705595,Completed-Closed,Karin,2012/05/04 19:05:10.000,Variant 1,1,Completed,Medium,Closed,Org line C,C_1,be,G56 3rd,PROD816,Sweden
1-620857518,Accepted-In Progress,Per-Erik,2011/12/08 07:59:32.000,Variant 1,1,Accepted,Major,In Progress,Org line C,E_1,se,G294 2nd,PROD834,Sweden
1-620857518,Completed-Closed,Per-Erik,2012/03/15 17:21:05.000,Variant 1,1,Completed,Major,Closed,Org line C,E_1,se,G294 2nd,PROD834,Sweden
1-621023087,Accepted-In Progress,Ewa,2011/12/08 20:23:24.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
1-621023087,Completed-Closed,Ewa,2012/01/03 18:07:51.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
1-621039603,Accepted-In Progress,Ewa,2011/12/08 19:59:55.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,POLAND
1-621039603,Completed-Closed,Ewa,2012/01/04 23:43:32.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD98,POLAND
1-621322866,Accepted-In Progress,Mikael,2011/12/09 15:13:39.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,C_6,se,G290 3rd,PROD154,Sweden
1-621322866,Completed-Closed,Mikael,2012/01/17 21:00:57.000,Variant 1,1,Completed,Medium,Closed,Org line C,C_6,se,G290 3rd,PROD154,Sweden
1-621369891,Accepted-In Progress,Torbjörn,2011/12/09 17:00:42.000,Variant 1,1,Accepted,High,In Progress,Org line G4,,se,S33 2nd,PROD397,Sweden
1-621369891,Completed-Closed,Torbjörn,2012/01/03 15:43:57.000,Variant 1,1,Completed,High,Closed,Org line G4,,se,S33 2nd,PROD397,Sweden
1-621571462,Accepted-In Progress,Thomas,2011/12/10 13:25:41.000,Variant 1,1,Accepted,Major,In Progress,Org line C,E_6,se,G355 2nd,PROD151,Sweden
1-621571462,Completed-Closed,Thomas,2012/01/18 19:53:51.000,Variant 1,1,Completed,Major,Closed,Org line C,E_6,se,G355 2nd,PROD151,Sweden
1-622652886,Accepted-In Progress,Bikshamaiah,2011/12/13 16:52:25.000,Variant 1,1,Accepted,Low,In Progress,Org line C,E_8,in,G119 2nd,PROD597,Sweden
1-622652886,Completed-Closed,Bikshamaiah,2012/04/30 23:41:11.000,Variant 1,1,Completed,Low,Closed,Org line C,E_8,in,G119 2nd,PROD597,Sweden
1-622856843,Accepted-In Progress,Michel,2011/12/13 18:27:52.000,Variant 1,1,Accepted,High,In Progress,Org line C,,fr,V34 2nd,PROD424,France
1-622856843,Completed-Closed,Michel,2012/01/24 16:29:10.000,Variant 1,1,Completed,High,Closed,Org line C,,fr,V34 2nd,PROD424,France
1-623152702,Accepted-In Progress,Åsa,2011/12/14 01:51:50.000,Variant 1,1,Accepted,High,In Progress,Org line A2,D_1,se,G124 3rd,PROD605,Sweden
1-623152702,Completed-Closed,Åsa,2012/04/19 17:09:47.000,Variant 1,1,Completed,High,Closed,Org line A2,D_1,se,G124 3rd,PROD605,Sweden
1-623336818,Accepted-In Progress,Sivakumar,2011/12/14 18:46:39.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,C_6,se,G269 3rd,PROD621,INDIA
1-623336818,Completed-Closed,Sivakumar,2012/02/20 15:38:46.000,Variant 1,1,Completed,Medium,Closed,Org line C,C_6,se,G269 3rd,PROD621,INDIA
1-623859845,Accepted-In Progress,Reine,2011/12/14 23:06:21.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,S28 2nd,PROD633,Sweden
1-623859845,Completed-Closed,Reine,2012/03/05 17:33:07.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,S28 2nd,PROD633,Sweden
1-624009613,Accepted-In Progress,Maltesh,2011/12/15 07:38:51.000,Variant 1,1,Accepted,Medium,In Progress,Org line B,E_10,in,G238 2nd,PROD209,INDIA
1-624009613,Completed-Closed,Maltesh,2012/01/31 10:59:23.000,Variant 1,1,Completed,Medium,Closed,Org line B,E_10,in,G238 2nd,PROD209,INDIA
1-624219528,Accepted-In Progress,Rickard,2011/12/15 17:55:26.000,Variant 1,1,Accepted,Low,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
1-624219528,Completed-Closed,Rickard,2012/03/27 17:36:54.000,Variant 1,1,Completed,Low,Closed,Org line G4,,se,S33 2nd,PROD374,Sweden
1-624745314,Accepted-In Progress,Rickard,2011/12/16 16:51:26.000,Variant 1,1,Accepted,High,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
1-624745314,Completed-Closed,Rickard,2012/02/08 21:15:41.000,Variant 1,1,Completed,High,Closed,Org line G4,,se,S33 2nd,PROD374,Sweden
1-625628532,Accepted-In Progress,Per,2011/12/19 16:09:42.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
1-625628532,Completed-Closed,Per,2012/04/20 15:23:30.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
1-625646775,Accepted-In Progress,Kim,2011/12/19 16:00:43.000,Variant 1,1,Accepted,High,In Progress,Org line C,C_5,se,G120 3rd,PROD597,Sweden
1-625646775,Completed-Closed,Kim,2012/02/01 16:56:47.000,Variant 1,1,Completed,High,Closed,Org line C,C_5,se,G120 3rd,PROD597,Sweden
1-626102521,Accepted-In Progress,Nicolas,2011/12/19 22:15:13.000,Variant 1,1,Accepted,Major,In Progress,Org line C,E_3,be,G64 2nd,PROD378,France
1-626102521,Completed-Closed,Nicolas,2012/03/19 22:29:08.000,Variant 1,1,Completed,Major,Closed,Org line C,E_3,be,G64 2nd,PROD378,France
1-627936524,Accepted-In Progress,Bertil,2011/12/22 17:03:52.000,Variant 1,1,Accepted,Low,In Progress,Org line A2,A2_4,in,G31 3rd,PROD194,Sweden
1-627936524,Completed-Closed,Bertil,2012/04/23 17:20:55.000,Variant 1,1,Completed,Low,Closed,Org line A2,A2_4,in,G31 3rd,PROD194,Sweden
1-627980711,Accepted-In Progress,Tomas,2011/12/22 17:26:34.000,Variant 1,1,Accepted,Low,In Progress,Org line V2,,se,T3 2nd,PROD59,Sweden
1-627980711,Completed-Closed,Tomas,2012/02/01 22:40:27.000,Variant 1,1,Completed,Low,Closed,Org line V2,,se,T3 2nd,PROD59,Sweden
1-628078553,Accepted-In Progress,Vikrant,2011/12/22 20:59:52.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
1-628078553,Completed-Closed,Vikrant,2012/04/19 23:42:44.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
1-628222366,Accepted-In Progress,Jay,2011/12/23 03:57:48.000,Variant 1,1,Accepted,Low,In Progress,Org line C,,ca,N19 2nd,PROD424,Canada
1-628222366,Completed-Closed,Jay,2012/01/18 21:51:27.000,Variant 1,1,Completed,Low,Closed,Org line C,,ca,N19 2nd,PROD424,Canada
1-628255780,Accepted-In Progress,Jay,2011/12/23 03:59:12.000,Variant 1,1,Accepted,Low,In Progress,Org line C,,ca,N19 2nd,PROD424,Canada
1-628255780,Completed-Closed,Jay,2012/01/18 21:51:12.000,Variant 1,1,Completed,Low,Closed,Org line C,,ca,N19 2nd,PROD424,Canada
1-628669941,Accepted-In Progress,Peter,2011/12/23 17:46:51.000,Variant 1,1,Accepted,Low,In Progress,Org line C,E_7,se,G160 2nd,PROD673,Sweden
1-628669941,Completed-Closed,Peter,2012/01/02 16:24:05.000,Variant 1,1,Completed,Low,Closed,Org line C,E_7,se,G160 2nd,PROD673,Sweden
1-630493188,Accepted-In Progress,Robert,2011/12/29 15:18:50.000,Variant 1,1,Accepted,High,In Progress,Org line A2,A2_4,in,G2 3rd,PROD153,Sweden
1-630493188,Completed-Closed,Robert,2012/01/05 22:21:33.000,Variant 1,1,Completed,High,Closed,Org line A2,A2_4,in,G2 3rd,PROD153,Sweden
1-631001113,Accepted-In Progress,Maria,2011/12/29 20:34:26.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_4,se,G118 2nd,PROD591,Sweden
1-631001113,Completed-Closed,Maria,2012/01/02 15:23:31.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_4,se,G118 2nd,PROD591,Sweden
1-631509503,Accepted-In Progress,Marlene,2011/12/30 22:51:11.000,Variant 1,1,Accepted,Low,In Progress,Org line G4,,se,M18 2nd,PROD78,Sweden
1-631509503,Completed-Closed,Marlene,2012/02/01 21:00:43.000,Variant 1,1,Completed,Low,Closed,Org line G4,,se,M18 2nd,PROD78,Sweden
1-633184307,Accepted-In Progress,Sean,2012/01/04 04:31:30.000,Variant 1,1,Accepted,Low,In Progress,Org line C,E_4,us,G88 2nd,PROD348,USA
1-633184307,Completed-Closed,Sean,2012/03/14 21:23:58.000,Variant 1,1,Completed,Low,Closed,Org line C,E_4,us,G88 2nd,PROD348,USA
1-634479154,Accepted-In Progress,Johan,2012/01/04 18:28:12.000,Variant 1,1,Accepted,Low,In Progress,Org line A2,A2_4,0,G11 2nd,PROD765,Belgium
1-634479154,Completed-Closed,Johan,2012/03/06 17:06:32.000,Variant 1,1,Completed,Low,Closed,Org line A2,A2_4,0,G11 2nd,PROD765,Belgium
1-634487640,Accepted-In Progress,Vikrant,2012/01/04 18:50:05.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
1-634487640,Completed-Closed,Vikrant,2012/01/25 21:31:46.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
1-634506651,Accepted-In Progress,Kjell,2012/01/04 19:36:18.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,V3_1,se,G346,PROD631,Sweden
1-634506651,Completed-Closed,Kjell,2012/01/04 19:53:35.000,Variant 1,1,Completed,Medium,Closed,Org line C,V3_1,se,G346,PROD631,Sweden
