Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:name,impact,lifecycle:transition,org:group,org:role,organization country,organization involved,product,resource country
1-388724672,Accepted-In Progress,Kannan,2010/07/30 20:23:52.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
1-388724672,Accepted-Assigned,Carolyn,2010/07/30 20:23:59.000,Variant 1,1,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
1-388724672,Accepted-In Progress,Ewa,2012/01/30 20:58:22.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
1-388724672,Completed-Closed,Ewa,2012/01/30 21:29:56.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
1-392812598,Accepted-In Progress,Carolyn,2010/08/19 14:24:05.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,USA
1-392812598,Queued-Awaiting Assignment,Carolyn,2010/08/19 14:27:30.000,Variant 1,1,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD98,USA
1-392812598,Accepted-In Progress,Kannan,2010/08/20 23:02:07.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,Sweden
1-392812598,Accepted-Assigned,Carolyn,2010/08/20 23:02:16.000,Variant 1,1,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD98,USA
1-392812598,Accepted-In Progress,Ewa,2012/01/04 23:58:37.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,POLAND
1-392812598,Completed-Closed,Ewa,2012/01/04 23:59:08.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD98,POLAND
1-393413330,Accepted-In Progress,Carolyn,2010/08/20 22:36:29.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,USA
1-393413330,Queued-Awaiting Assignment,Carolyn,2010/08/20 22:39:43.000,Variant 1,1,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
1-393413330,Accepted-In Progress,Kannan,2010/08/20 22:58:15.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
1-393413330,Accepted-Assigned,Carolyn,2010/08/20 22:58:21.000,Variant 1,1,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
1-393413330,Accepted-In Progress,Ewa,2012/02/04 17:49:16.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
1-393413330,Completed-Closed,Ewa,2012/02/04 17:50:25.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
1-396569277,Accepted-In Progress,Carolyn,2010/08/30 21:35:45.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,USA
1-396569277,Queued-Awaiting Assignment,Carolyn,2010/08/30 21:37:18.000,Variant 1,1,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD96,USA
1-396569277,Accepted-In Progress,Kannan,2010/08/30 21:45:02.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,Sweden
1-396569277,Accepted-Assigned,Carolyn,2010/08/30 21:45:11.000,Variant 1,1,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD96,USA
1-396569277,Accepted-In Progress,Ewa,2012/02/04 17:47:07.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,POLAND
1-396569277,Completed-Closed,Ewa,2012/04/13 18:44:53.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD96,POLAND
1-397446945,Accepted-In Progress,Carolyn,2010/09/01 18:17:52.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,USA
1-397446945,Queued-Awaiting Assignment,Carolyn,2010/09/01 18:22:26.000,Variant 1,1,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD98,USA
1-397446945,Accepted-In Progress,Kannan,2010/09/01 19:29:56.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,Sweden
1-397446945,Accepted-Assigned,Carolyn,2010/09/01 19:30:04.000,Variant 1,1,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD98,USA
1-397446945,Accepted-In Progress,Ewa,2012/01/31 16:01:21.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,POLAND
1-397446945,Completed-Closed,Ewa,2012/01/31 16:02:46.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD98,POLAND
1-408853759,Accepted-In Progress,Carolyn,2010/10/13 21:25:40.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,USA
1-408853759,Queued-Awaiting Assignment,Carolyn,2010/10/13 21:27:43.000,Variant 1,1,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD98,USA
1-408853759,Accepted-In Progress,Kannan,2010/10/13 22:07:09.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,Sweden
1-408853759,Accepted-Assigned,Carolyn,2010/10/13 22:07:14.000,Variant 1,1,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD98,USA
1-408853759,Accepted-In Progress,Ewa,2012/02/04 17:50:38.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,POLAND
1-408853759,Completed-Closed,Ewa,2012/02/04 17:53:53.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD98,POLAND
1-409247778,Accepted-In Progress,Carolyn,2010/10/14 22:01:51.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,USA
1-409247778,Queued-Awaiting Assignment,Carolyn,2010/10/14 22:05:01.000,Variant 1,1,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
1-409247778,Accepted-In Progress,Kannan,2010/10/15 18:48:49.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
1-409247778,Accepted-Assigned,Carolyn,2010/10/15 18:48:57.000,Variant 1,1,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
1-409247778,Accepted-In Progress,Ewa,2012/02/04 17:54:04.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
1-409247778,Completed-Closed,Ewa,2012/02/04 18:10:14.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
1-410929705,Accepted-In Progress,Carolyn,2010/10/19 21:04:28.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,USA
1-410929705,Queued-Awaiting Assignment,Carolyn,2010/10/19 21:20:45.000,Variant 1,1,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
1-410929705,Accepted-In Progress,Kannan,2010/10/19 23:13:27.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
1-410929705,Accepted-Assigned,Carolyn,2010/10/19 23:13:34.000,Variant 1,1,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
1-410929705,Accepted-In Progress,Ewa,2012/01/30 20:01:53.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
1-410929705,Completed-Closed,Ewa,2012/01/30 20:02:08.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
1-411078092,Accepted-In Progress,Carolyn,2010/10/20 00:24:16.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,USA
1-411078092,Queued-Awaiting Assignment,Carolyn,2010/10/20 00:28:44.000,Variant 1,1,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
1-411078092,Accepted-In Progress,Kannan,2010/10/20 23:19:49.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
1-411078092,Accepted-Assigned,Carolyn,2010/10/20 23:20:10.000,Variant 1,1,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
1-411078092,Accepted-In Progress,Ewa,2012/02/04 18:12:14.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
1-411078092,Completed-Closed,Ewa,2012/02/04 19:30:55.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
1-418122119,Accepted-In Progress,Carolyn,2010/11/09 14:48:53.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,USA
1-418122119,Queued-Awaiting Assignment,Carolyn,2010/11/09 14:51:35.000,Variant 1,1,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD98,USA
1-418122119,Accepted-In Progress,Kannan,2010/11/09 16:48:16.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,Sweden
1-418122119,Accepted-Assigned,Carolyn,2010/11/09 16:48:31.000,Variant 1,1,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD98,USA
1-418122119,Accepted-In Progress,Ewa,2012/02/04 19:31:11.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,POLAND
1-418122119,Completed-Closed,Ewa,2012/02/04 19:32:21.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD98,POLAND
1-422877530,Accepted-In Progress,Carolyn,2010/11/22 21:20:07.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,USA
1-422877530,Queued-Awaiting Assignment,Carolyn,2010/11/22 21:23:19.000,Variant 1,1,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD98,USA
1-422877530,Accepted-In Progress,Santhosh,2010/11/22 21:25:19.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,Sweden
1-422877530,Accepted-Assigned,Carolyn,2010/11/22 21:27:37.000,Variant 1,1,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD98,USA
1-422877530,Accepted-In Progress,Ewa,2012/02/04 20:13:58.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,POLAND
1-422877530,Completed-Closed,Ewa,2012/02/04 20:20:09.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD98,POLAND
1-423648343,Accepted-In Progress,Carolyn,2010/11/24 17:01:08.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,USA
1-423648343,Queued-Awaiting Assignment,Carolyn,2010/11/24 17:14:44.000,Variant 1,1,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
1-423648343,Accepted-In Progress,Santhosh,2010/11/24 19:45:45.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
1-423648343,Accepted-Assigned,Carolyn,2010/11/24 19:47:40.000,Variant 1,1,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
1-423648343,Accepted-In Progress,Ewa,2012/01/04 23:51:02.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
1-423648343,Completed-Closed,Ewa,2012/01/04 23:51:12.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
1-424022692,Accepted-In Progress,Carolyn,2010/11/25 12:58:54.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,USA
1-424022692,Queued-Awaiting Assignment,Carolyn,2010/11/25 13:03:30.000,Variant 1,1,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
1-424022692,Accepted-In Progress,Kannan,2010/11/25 14:53:36.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
1-424022692,Accepted-Assigned,Carolyn,2010/11/25 15:05:55.000,Variant 1,1,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
1-424022692,Accepted-In Progress,Ewa,2012/02/03 05:09:52.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
1-424022692,Completed-Closed,Ewa,2012/02/03 05:10:35.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
1-424065923,Accepted-In Progress,Carolyn,2010/11/25 16:31:24.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,USA
1-424065923,Queued-Awaiting Assignment,Carolyn,2010/11/25 16:34:52.000,Variant 1,1,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD98,USA
1-424065923,Accepted-In Progress,Kannan,2010/11/25 16:45:05.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,Sweden
1-424065923,Accepted-Assigned,Carolyn,2010/11/25 16:45:12.000,Variant 1,1,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD98,USA
1-424065923,Accepted-In Progress,Ewa,2012/02/04 20:27:30.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,POLAND
1-424065923,Completed-Closed,Ewa,2012/02/04 20:41:46.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD98,POLAND
1-424668301,Accepted-In Progress,Carolyn,2010/11/26 19:08:13.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,USA
1-424668301,Queued-Awaiting Assignment,Carolyn,2010/11/26 19:11:36.000,Variant 1,1,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
1-424668301,Accepted-In Progress,Santhosh,2010/11/27 00:17:37.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
1-424668301,Accepted-Assigned,Carolyn,2010/11/27 00:19:49.000,Variant 1,1,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
1-424668301,Accepted-In Progress,Ewa,2012/02/06 22:40:33.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
1-424668301,Completed-Closed,Ewa,2012/02/06 22:55:15.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
1-426876102,Accepted-In Progress,Carolyn,2010/12/03 19:08:38.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,USA
1-426876102,Queued-Awaiting Assignment,Carolyn,2010/12/03 19:14:56.000,Variant 1,1,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
1-426876102,Accepted-In Progress,Santhosh,2010/12/03 20:43:00.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
1-426876102,Accepted-Assigned,Carolyn,2010/12/03 20:45:20.000,Variant 1,1,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
1-426876102,Accepted-In Progress,Ewa,2012/01/30 20:03:34.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
1-426876102,Completed-Closed,Ewa,2012/01/30 20:04:09.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
1-426969419,Accepted-In Progress,Carolyn,2010/12/03 20:29:18.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,USA
1-426969419,Queued-Awaiting Assignment,Carolyn,2010/12/03 20:37:26.000,Variant 1,1,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
1-426969419,Accepted-In Progress,Santhosh,2010/12/03 20:40:54.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_2,us,G21 2nd,PROD97,Sweden
1-426969419,Accepted-Assigned,Carolyn,2010/12/03 20:42:46.000,Variant 1,1,Accepted,Medium,Assigned,Org line A2,A2_2,us,G21 2nd,PROD97,USA
1-426969419,Accepted-In Progress,Ewa,2012/02/06 22:55:32.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_2,us,G21 2nd,PROD97,POLAND
1-426969419,Completed-Closed,Ewa,2012/02/06 22:57:04.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_2,us,G21 2nd,PROD97,POLAND
1-428421057,Accepted-In Progress,Carolyn,2010/12/08 23:24:58.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,USA
1-428421057,Queued-Awaiting Assignment,Carolyn,2010/12/09 15:44:34.000,Variant 1,1,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
1-428421057,Accepted-In Progress,Santhosh,2010/12/09 19:10:24.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
1-428421057,Accepted-Assigned,Carolyn,2010/12/09 19:12:29.000,Variant 1,1,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
1-428421057,Accepted-In Progress,Ewa,2012/02/06 23:03:20.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
1-428421057,Completed-Closed,Ewa,2012/02/06 23:06:11.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
1-431797119,Accepted-In Progress,Carolyn,2010/12/20 20:58:13.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,USA
1-431797119,Queued-Awaiting Assignment,Carolyn,2010/12/20 21:01:14.000,Variant 1,1,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD98,USA
1-431797119,Accepted-In Progress,Padmanabha,2010/12/21 23:01:57.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,Sweden
1-431797119,Accepted-Assigned,Carolyn,2010/12/21 23:02:11.000,Variant 1,1,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD98,USA
1-431797119,Accepted-In Progress,Ewa,2012/01/30 20:59:16.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,POLAND
1-431797119,Completed-Closed,Ewa,2012/01/30 21:07:31.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD98,POLAND
1-433161361,Accepted-In Progress,Carolyn,2010/12/23 20:22:24.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,USA
1-433161361,Queued-Awaiting Assignment,Carolyn,2010/12/23 20:26:08.000,Variant 1,1,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
1-433161361,Accepted-In Progress,Padmanabha,2010/12/23 20:55:48.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
1-433161361,Accepted-Assigned,Carolyn,2010/12/23 20:57:02.000,Variant 1,1,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
1-433161361,Accepted-In Progress,Ewa,2012/01/30 22:58:34.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
1-433161361,Completed-Closed,Ewa,2012/01/30 22:58:36.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
1-434419581,Accepted-In Progress,Carolyn,2010/12/30 17:45:20.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,USA
1-434419581,Queued-Awaiting Assignment,Carolyn,2010/12/30 17:56:11.000,Variant 1,1,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD96,USA
1-434419581,Accepted-In Progress,Padmanabha,2010/12/30 18:03:45.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,Sweden
1-434419581,Accepted-Assigned,Carolyn,2010/12/30 18:06:23.000,Variant 1,1,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD96,USA
1-434419581,Accepted-In Progress,Ewa,2012/02/06 23:07:59.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,POLAND
1-434419581,Completed-Closed,Ewa,2012/02/06 23:12:29.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD96,POLAND
1-435824991,Accepted-In Progress,Carolyn,2011/01/06 05:06:32.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,USA
1-435824991,Queued-Awaiting Assignment,Carolyn,2011/01/06 05:21:19.000,Variant 1,1,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD96,USA
1-435824991,Accepted-In Progress,Padmanabha,2011/01/06 17:17:16.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,Sweden
1-435824991,Accepted-Assigned,Carolyn,2011/01/06 17:20:30.000,Variant 1,1,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD96,USA
1-435824991,Accepted-In Progress,Ewa,2012/02/06 23:12:42.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,POLAND
1-435824991,Completed-Closed,Ewa,2012/02/06 23:17:25.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD96,POLAND
1-435825107,Accepted-In Progress,Carolyn,2011/01/06 05:24:55.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,USA
1-435825107,Queued-Awaiting Assignment,Carolyn,2011/01/06 05:25:49.000,Variant 1,1,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD96,USA
1-435825107,Accepted-In Progress,Padmanabha,2011/01/06 17:24:26.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,Sweden
1-435825107,Accepted-Assigned,Carolyn,2011/01/06 17:24:39.000,Variant 1,1,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD96,USA
1-435825107,Accepted-In Progress,Ewa,2012/02/06 23:19:29.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,POLAND
1-435825107,Completed-Closed,Ewa,2012/02/06 23:22:02.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD96,POLAND
1-443637654,Accepted-In Progress,Carolyn,2011/01/21 18:44:13.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,USA
1-443637654,Queued-Awaiting Assignment,Carolyn,2011/01/21 18:49:53.000,Variant 1,1,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD96,USA
1-443637654,Accepted-In Progress,Padmanabha,2011/01/21 19:00:03.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,Sweden
1-443637654,Accepted-Assigned,Carolyn,2011/01/21 19:03:23.000,Variant 1,1,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD96,USA
1-443637654,Accepted-In Progress,Ewa,2012/02/04 00:52:12.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,POLAND
1-443637654,Completed-Closed,Ewa,2012/02/04 01:54:14.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD96,POLAND
1-470328307,Accepted-In Progress,Carolyn,2011/02/01 19:17:44.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,USA
1-470328307,Queued-Awaiting Assignment,Carolyn,2011/02/01 19:21:09.000,Variant 1,1,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD96,USA
1-470328307,Accepted-In Progress,Santhosh,2011/02/01 19:31:33.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,Sweden
1-470328307,Accepted-Assigned,Carolyn,2011/02/01 19:33:47.000,Variant 1,1,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD96,USA
1-470328307,Accepted-In Progress,Ewa,2012/02/06 23:26:06.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,POLAND
1-470328307,Completed-Closed,Ewa,2012/02/06 23:33:44.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD96,POLAND
1-470714850,Accepted-In Progress,Carolyn,2011/02/02 12:11:29.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,USA
1-470714850,Queued-Awaiting Assignment,Carolyn,2011/02/02 12:16:19.000,Variant 1,1,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
1-470714850,Accepted-In Progress,Santhosh,2011/02/02 18:17:33.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
1-470714850,Accepted-Assigned,Carolyn,2011/02/02 18:20:56.000,Variant 1,1,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
1-470714850,Accepted-In Progress,Ewa,2012/02/06 23:17:39.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
1-470714850,Completed-Closed,Ewa,2012/02/06 23:19:18.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
1-497807633,Accepted-In Progress,Carolyn,2011/02/16 15:51:55.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,USA
1-497807633,Queued-Awaiting Assignment,Carolyn,2011/02/16 16:05:00.000,Variant 1,1,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD96,USA
1-497807633,Accepted-In Progress,Padmanabha,2011/02/16 17:22:59.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,Sweden
1-497807633,Accepted-Assigned,Carolyn,2011/02/16 17:23:08.000,Variant 1,1,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD96,USA
1-497807633,Accepted-In Progress,Ewa,2012/01/30 19:45:03.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,POLAND
1-497807633,Completed-Closed,Ewa,2012/01/30 19:47:13.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD96,POLAND
1-499289128,Accepted-In Progress,Carolyn,2011/02/18 13:03:37.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,USA
1-499289128,Queued-Awaiting Assignment,Carolyn,2011/02/18 13:09:51.000,Variant 1,1,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
1-499289128,Accepted-In Progress,Padmanabha,2011/02/18 17:31:26.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
1-499289128,Accepted-Assigned,Carolyn,2011/02/18 17:31:49.000,Variant 1,1,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
1-499289128,Accepted-In Progress,Ewa,2012/02/07 04:51:52.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
