Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,(case) channel,(case) department,(case) group,(case) responsible,concept:instance,concept:name,lifecycle:transition,org:group
case-4534,T02 Check confirmation of receipt-complete,Resource01,2010/12/14 17:00:36.354,Variant 8,8,Internet,General,,Resource01,task-4065,T02 Check confirmation of receipt,complete,Group 4
case-4534,T06 Determine necessity of stop advice-complete,Resource01,2010/12/14 17:02:44.613,Variant 8,8,Internet,General,,Resource01,task-4066,T06 Determine necessity of stop advice,complete,Group 1
case-4534,T10 Determine necessity to stop indication-complete,Resource01,2010/12/14 17:04:17.190,Variant 8,8,Internet,General,,Resource01,task-4070,T10 Determine necessity to stop indication,complete,Group 1
case-4534,T05 Print and send confirmation of receipt-complete,admin1,2010/12/15 21:14:01.720,Variant 8,8,Internet,General,,Resource01,task-4440,T05 Print and send confirmation of receipt,complete,Group 2
case-4537,T02 Check confirmation of receipt-complete,Resource10,2010/12/17 17:19:10.470,Variant 106,106,Internet,General,,Resource12,task-4240,T02 Check confirmation of receipt,complete,Group 4
case-4537,T04 Determine confirmation of receipt-complete,Resource10,2010/12/17 17:21:30.318,Variant 106,106,Internet,General,,Resource12,task-4776,T04 Determine confirmation of receipt,complete,Group 3
case-4537,T05 Print and send confirmation of receipt-complete,admin1,2010/12/17 17:23:50.542,Variant 106,106,Internet,General,,Resource12,task-4789,T05 Print and send confirmation of receipt,complete,Group 2
case-4537,T06 Determine necessity of stop advice-complete,Resource12,2010/12/28 19:48:43.961,Variant 106,106,Internet,General,,Resource12,task-4241,T06 Determine necessity of stop advice,complete,Group 1
case-4537,T07-5 Draft intern advice aspect 5-complete,Resource12,2011/01/13 22:04:16.192,Variant 106,106,Internet,General,,Resource12,task-6051,T07-5 Draft intern advice aspect 5,complete,Group 1
case-4537,T06 Determine necessity of stop advice-complete,Resource12,2011/01/13 22:04:49.935,Variant 106,106,Internet,General,,Resource12,task-8183,T06 Determine necessity of stop advice,complete,Group 1
case-4537,T10 Determine necessity to stop indication-complete,Resource12,2011/01/31 18:01:18.270,Variant 106,106,Internet,General,,Resource12,task-8184,T10 Determine necessity to stop indication,complete,Group 1
case-4537,T16 Report reasons to hold request-complete,Resource12,2011/02/15 21:40:08.631,Variant 106,106,Internet,General,,Resource12,task-10157,T16 Report reasons to hold request,complete,Group 1
case-4537,T17 Check report Y to stop indication-complete,Resource12,2011/02/15 21:40:44.022,Variant 106,106,Internet,General,,Resource12,task-12325,T17 Check report Y to stop indication,complete,Group 4
case-4537,T20 Print report Y to stop indication-complete,Resource12,2011/02/15 21:43:43.912,Variant 106,106,Internet,General,,Resource12,task-12329,T20 Print report Y to stop indication,complete,Group 2
case-4538,T02 Check confirmation of receipt-complete,Resource01,2010/12/14 18:31:29.201,Variant 8,8,Internet,General,,Resource01,task-4097,T02 Check confirmation of receipt,complete,Group 4
case-4538,T06 Determine necessity of stop advice-complete,Resource01,2010/12/14 18:32:05.930,Variant 8,8,Internet,General,,Resource01,task-4098,T06 Determine necessity of stop advice,complete,Group 1
case-4538,T10 Determine necessity to stop indication-complete,Resource01,2010/12/14 18:32:48.547,Variant 8,8,Internet,General,,Resource01,task-4100,T10 Determine necessity to stop indication,complete,Group 1
case-4538,T05 Print and send confirmation of receipt-complete,admin1,2010/12/15 21:14:59.683,Variant 8,8,Internet,General,,Resource01,task-4447,T05 Print and send confirmation of receipt,complete,Group 2
case-4539,T06 Determine necessity of stop advice-complete,Resource09,2010/12/08 17:37:27.181,Variant 107,107,Internet,General,,Resource09,task-3243,T06 Determine necessity of stop advice,complete,Group 1
case-4539,T07-1 Draft intern advice aspect 1-complete,Resource09,2010/12/08 17:37:47.194,Variant 107,107,Internet,General,,Resource09,task-3245,T07-1 Draft intern advice aspect 1,complete,Group 13
case-4539,T08 Draft and send request for advice-complete,Resource09,2010/12/08 17:38:16.074,Variant 107,107,Internet,General,,Resource09,task-3244,T08 Draft and send request for advice,complete,Group 1
case-4539,T09-1 Process or receive external advice from party 1-complete,Resource09,2010/12/08 17:38:33.164,Variant 107,107,Internet,General,,Resource09,task-3246,T09-1 Process or receive external advice from party 1,complete,Group 1
case-4539,T06 Determine necessity of stop advice-complete,Resource09,2010/12/08 17:38:56.857,Variant 107,107,Internet,General,,Resource09,task-3247,T06 Determine necessity of stop advice,complete,Group 1
case-4539,T10 Determine necessity to stop indication-complete,Resource09,2010/12/08 17:39:22.815,Variant 107,107,Internet,General,,Resource09,task-3248,T10 Determine necessity to stop indication,complete,Group 1
case-4539,T04 Determine confirmation of receipt-complete,Resource09,2010/12/20 21:22:43.875,Variant 107,107,Internet,General,,Resource09,task-5153,T04 Determine confirmation of receipt,complete,Group 3
case-4539,T05 Print and send confirmation of receipt-complete,Resource09,2010/12/20 21:23:42.284,Variant 107,107,Internet,General,,Resource09,task-5156,T05 Print and send confirmation of receipt,complete,Group 2
case-4540,T06 Determine necessity of stop advice-complete,Resource07,2010/12/13 21:13:33.180,Variant 13,13,Internet,General,,Resource07,task-3975,T06 Determine necessity of stop advice,complete,Group 1
case-4540,T02 Check confirmation of receipt-complete,Resource07,2010/12/13 21:14:06.699,Variant 13,13,Internet,General,,Resource07,task-3974,T02 Check confirmation of receipt,complete,Group 4
case-4540,T04 Determine confirmation of receipt-complete,Resource07,2010/12/13 21:14:34.976,Variant 13,13,Internet,General,,Resource07,task-3977,T04 Determine confirmation of receipt,complete,Group 3
case-4540,T05 Print and send confirmation of receipt-complete,Resource07,2010/12/13 21:15:15.140,Variant 13,13,Internet,General,,Resource07,task-3978,T05 Print and send confirmation of receipt,complete,Group 2
case-4540,T10 Determine necessity to stop indication-complete,Resource07,2010/12/13 23:38:02.696,Variant 13,13,Internet,General,,Resource07,task-3976,T10 Determine necessity to stop indication,complete,Group 1
case-4546,T02 Check confirmation of receipt-complete,Resource05,2010/12/06 19:34:43.472,Variant 5,5,Internet,General,,Resource05,task-2975,T02 Check confirmation of receipt,complete,Group 4
case-4546,T06 Determine necessity of stop advice-complete,Resource05,2010/12/06 19:35:04.050,Variant 5,5,Internet,General,,Resource05,task-2976,T06 Determine necessity of stop advice,complete,Group 1
case-4546,T10 Determine necessity to stop indication-complete,Resource05,2010/12/06 19:35:27.484,Variant 5,5,Internet,General,,Resource05,task-2978,T10 Determine necessity to stop indication,complete,Group 1
case-4546,T04 Determine confirmation of receipt-complete,Resource10,2010/12/07 15:10:52.054,Variant 5,5,Internet,General,,Resource05,task-2977,T04 Determine confirmation of receipt,complete,Group 3
case-4546,T05 Print and send confirmation of receipt-complete,admin1,2010/12/07 15:32:28.223,Variant 5,5,Internet,General,,Resource05,task-3019,T05 Print and send confirmation of receipt,complete,Group 2
case-4553,T04 Determine confirmation of receipt-complete,Resource10,2010/12/06 18:56:23.729,Variant 108,108,Internet,General,,Resource02,task-2877,T04 Determine confirmation of receipt,complete,Group 3
case-4553,T05 Print and send confirmation of receipt-complete,admin1,2010/12/06 22:11:57.194,Variant 108,108,Internet,General,,Resource02,task-2966,T05 Print and send confirmation of receipt,complete,Group 2
case-4553,T06 Determine necessity of stop advice-complete,Resource02,2010/12/13 19:51:15.058,Variant 108,108,Internet,General,,Resource02,task-2737,T06 Determine necessity of stop advice,complete,Group 1
case-4553,T07-1 Draft intern advice aspect 1-complete,Resource02,2010/12/13 19:52:55.750,Variant 108,108,Internet,General,,Resource02,task-3900,T07-1 Draft intern advice aspect 1,complete,Group 13
case-4553,T07-4 Draft internal advice to hold for type 4-complete,Resource02,2010/12/13 19:53:31.919,Variant 108,108,Internet,General,,Resource02,task-3901,T07-4 Draft internal advice to hold for type 4,complete,Group 12
case-4553,T06 Determine necessity of stop advice-complete,Resource02,2010/12/13 19:55:22.347,Variant 108,108,Internet,General,,Resource02,task-3906,T06 Determine necessity of stop advice,complete,Group 1
case-4553,T10 Determine necessity to stop indication-complete,Resource02,2010/12/13 19:55:53.481,Variant 108,108,Internet,General,,Resource02,task-3909,T10 Determine necessity to stop indication,complete,Group 1
case-4554,T02 Check confirmation of receipt-complete,Resource01,2010/12/14 18:58:42.082,Variant 8,8,Internet,General,,Resource01,task-4118,T02 Check confirmation of receipt,complete,Group 4
case-4554,T06 Determine necessity of stop advice-complete,Resource01,2010/12/14 19:03:20.292,Variant 8,8,Internet,General,,Resource01,task-4119,T06 Determine necessity of stop advice,complete,Group 1
case-4554,T10 Determine necessity to stop indication-complete,Resource01,2010/12/14 19:06:16.251,Variant 8,8,Internet,General,,Resource01,task-4122,T10 Determine necessity to stop indication,complete,Group 1
case-4554,T05 Print and send confirmation of receipt-complete,admin1,2010/12/15 21:21:11.832,Variant 8,8,Internet,General,,Resource01,task-4456,T05 Print and send confirmation of receipt,complete,Group 2
case-4555,T02 Check confirmation of receipt-complete,Resource08,2010/12/07 21:57:33.329,Variant 5,5,Internet,General,,Resource08,task-3144,T02 Check confirmation of receipt,complete,Group 4
case-4555,T06 Determine necessity of stop advice-complete,Resource08,2010/12/07 21:57:50.377,Variant 5,5,Internet,General,,Resource08,task-3145,T06 Determine necessity of stop advice,complete,Group 1
case-4555,T10 Determine necessity to stop indication-complete,Resource08,2010/12/07 21:58:21.998,Variant 5,5,Internet,General,,Resource08,task-3147,T10 Determine necessity to stop indication,complete,Group 1
case-4555,T04 Determine confirmation of receipt-complete,Resource10,2010/12/08 00:27:36.808,Variant 5,5,Internet,General,,Resource08,task-3146,T04 Determine confirmation of receipt,complete,Group 3
case-4555,T05 Print and send confirmation of receipt-complete,admin1,2010/12/08 16:40:15.864,Variant 5,5,Internet,General,,Resource08,task-3181,T05 Print and send confirmation of receipt,complete,Group 2
case-4556,Confirmation of receipt-complete,Resource04,2010/11/29 21:13:38.573,Variant 18,18,Internet,General,,Resource04,task-2144,Confirmation of receipt,complete,Group 1
case-4556,T02 Check confirmation of receipt-complete,Resource04,2010/11/29 21:15:30.723,Variant 18,18,Internet,General,,Resource04,task-2225,T02 Check confirmation of receipt,complete,Group 4
case-4556,T04 Determine confirmation of receipt-complete,Resource04,2010/11/29 21:15:43.456,Variant 18,18,Internet,General,,Resource04,task-2228,T04 Determine confirmation of receipt,complete,Group 3
case-4556,T06 Determine necessity of stop advice-complete,Resource04,2010/11/29 21:17:11.457,Variant 18,18,Internet,General,,Resource04,task-2226,T06 Determine necessity of stop advice,complete,Group 1
case-4556,T10 Determine necessity to stop indication-complete,Resource04,2010/11/29 21:29:07.956,Variant 18,18,Internet,General,,Resource04,task-2232,T10 Determine necessity to stop indication,complete,Group 1
case-4556,T05 Print and send confirmation of receipt-complete,admin1,2010/11/30 17:17:33.827,Variant 18,18,Internet,General,,Resource04,task-2229,T05 Print and send confirmation of receipt,complete,Group 2
case-4559,T02 Check confirmation of receipt-complete,Resource01,2010/12/14 19:24:50.979,Variant 8,8,Internet,General,,Resource01,task-4136,T02 Check confirmation of receipt,complete,Group 4
case-4559,T06 Determine necessity of stop advice-complete,Resource01,2010/12/14 19:25:24.609,Variant 8,8,Internet,General,,Resource01,task-4137,T06 Determine necessity of stop advice,complete,Group 1
case-4559,T10 Determine necessity to stop indication-complete,Resource01,2010/12/14 19:26:08.036,Variant 8,8,Internet,General,,Resource01,task-4139,T10 Determine necessity to stop indication,complete,Group 1
case-4559,T05 Print and send confirmation of receipt-complete,admin1,2010/12/15 21:18:04.905,Variant 8,8,Internet,General,,Resource01,task-4469,T05 Print and send confirmation of receipt,complete,Group 2
case-4560,T02 Check confirmation of receipt-complete,Resource01,2010/12/15 15:50:57.304,Variant 8,8,Internet,General,,Resource01,task-4322,T02 Check confirmation of receipt,complete,Group 4
case-4560,T06 Determine necessity of stop advice-complete,Resource01,2010/12/15 15:54:27.582,Variant 8,8,Internet,General,,Resource01,task-4323,T06 Determine necessity of stop advice,complete,Group 1
case-4560,T10 Determine necessity to stop indication-complete,Resource01,2010/12/15 15:54:44.709,Variant 8,8,Internet,General,,Resource01,task-4325,T10 Determine necessity to stop indication,complete,Group 1
case-4560,T05 Print and send confirmation of receipt-complete,admin1,2010/12/15 21:16:01.021,Variant 8,8,Internet,General,,Resource01,task-4436,T05 Print and send confirmation of receipt,complete,Group 2
case-4563,T06 Determine necessity of stop advice-complete,Resource11,2010/12/15 21:04:39.364,Variant 3,3,Internet,General,,Resource01,task-4535,T06 Determine necessity of stop advice,complete,Group 1
case-4563,T10 Determine necessity to stop indication-complete,Resource11,2010/12/15 21:08:19.176,Variant 3,3,Internet,General,,Resource01,task-4536,T10 Determine necessity to stop indication,complete,Group 1
case-4563,T04 Determine confirmation of receipt-complete,Resource10,2010/12/16 17:17:28.950,Variant 3,3,Internet,General,,Resource01,task-4638,T04 Determine confirmation of receipt,complete,Group 3
case-4563,T05 Print and send confirmation of receipt-complete,admin1,2010/12/17 17:22:12.235,Variant 3,3,Internet,General,,Resource01,task-4646,T05 Print and send confirmation of receipt,complete,Group 2
case-4565,T06 Determine necessity of stop advice-complete,Resource17,2010/12/13 21:41:49.419,Variant 3,3,Internet,General,,Resource17,task-3995,T06 Determine necessity of stop advice,complete,Group 1
case-4565,T10 Determine necessity to stop indication-complete,Resource17,2010/12/13 22:25:12.686,Variant 3,3,Internet,General,,Resource17,task-3997,T10 Determine necessity to stop indication,complete,Group 1
case-4565,T04 Determine confirmation of receipt-complete,Resource10,2010/12/14 16:34:12.534,Variant 3,3,Internet,General,,Resource17,task-4056,T04 Determine confirmation of receipt,complete,Group 3
case-4565,T05 Print and send confirmation of receipt-complete,admin1,2010/12/14 20:05:45.917,Variant 3,3,Internet,General,,Resource17,task-4062,T05 Print and send confirmation of receipt,complete,Group 2
case-4582,T02 Check confirmation of receipt-complete,Resource07,2010/12/06 17:52:58.348,Variant 5,5,Internet,General,,Resource07,task-2862,T02 Check confirmation of receipt,complete,Group 4
case-4582,T06 Determine necessity of stop advice-complete,Resource07,2010/12/06 17:53:12.421,Variant 5,5,Internet,General,,Resource07,task-2863,T06 Determine necessity of stop advice,complete,Group 1
case-4582,T10 Determine necessity to stop indication-complete,Resource07,2010/12/06 17:54:44.003,Variant 5,5,Internet,General,,Resource07,task-2865,T10 Determine necessity to stop indication,complete,Group 1
case-4582,T04 Determine confirmation of receipt-complete,Resource07,2010/12/06 17:56:39.545,Variant 5,5,Internet,General,,Resource07,task-2864,T04 Determine confirmation of receipt,complete,Group 3
case-4582,T05 Print and send confirmation of receipt-complete,admin1,2010/12/06 21:42:59.019,Variant 5,5,Internet,General,,Resource07,task-2872,T05 Print and send confirmation of receipt,complete,Group 2
case-4583,T06 Determine necessity of stop advice-complete,Resource07,2010/12/06 18:12:33.385,Variant 59,59,Internet,General,,Resource07,task-2890,T06 Determine necessity of stop advice,complete,Group 1
case-4583,T02 Check confirmation of receipt-complete,Resource07,2010/12/06 18:15:59.708,Variant 59,59,Internet,General,,Resource07,task-2889,T02 Check confirmation of receipt,complete,Group 4
case-4583,T10 Determine necessity to stop indication-complete,Resource07,2010/12/06 18:16:23.369,Variant 59,59,Internet,General,,Resource07,task-2892,T10 Determine necessity to stop indication,complete,Group 1
case-4583,T04 Determine confirmation of receipt-complete,Resource07,2010/12/06 18:16:40.882,Variant 59,59,Internet,General,,Resource07,task-2893,T04 Determine confirmation of receipt,complete,Group 3
case-4583,T05 Print and send confirmation of receipt-complete,admin1,2010/12/06 21:53:45.674,Variant 59,59,Internet,General,,Resource07,task-2898,T05 Print and send confirmation of receipt,complete,Group 2
case-4584,T04 Determine confirmation of receipt-complete,Resource10,2010/12/06 18:54:27.223,Variant 66,66,Internet,General,,Resource02,task-2879,T04 Determine confirmation of receipt,complete,Group 3
case-4584,T05 Print and send confirmation of receipt-complete,admin1,2010/12/06 22:06:42.682,Variant 66,66,Internet,General,,Resource02,task-2958,T05 Print and send confirmation of receipt,complete,Group 2
case-4584,T06 Determine necessity of stop advice-complete,admin2,2011/01/10 19:34:52.561,Variant 66,66,Internet,General,,Resource02,task-2823,T06 Determine necessity of stop advice,complete,Group 1
case-4585,T02 Check confirmation of receipt-complete,Resource01,2010/12/15 17:19:48.333,Variant 8,8,Internet,General,,Resource01,task-4407,T02 Check confirmation of receipt,complete,Group 4
case-4585,T06 Determine necessity of stop advice-complete,Resource01,2010/12/15 17:20:49.913,Variant 8,8,Internet,General,,Resource01,task-4408,T06 Determine necessity of stop advice,complete,Group 1
case-4585,T10 Determine necessity to stop indication-complete,Resource01,2010/12/15 17:21:48.053,Variant 8,8,Internet,General,,Resource01,task-4410,T10 Determine necessity to stop indication,complete,Group 1
case-4585,T05 Print and send confirmation of receipt-complete,admin1,2010/12/17 17:13:46.099,Variant 8,8,Internet,General,,Resource01,task-4620,T05 Print and send confirmation of receipt,complete,Group 2
case-4586,T02 Check confirmation of receipt-complete,Resource02,2010/12/06 18:31:25.672,Variant 1,1,Internet,General,,Resource02,task-2925,T02 Check confirmation of receipt,complete,Group 4
case-4586,T04 Determine confirmation of receipt-complete,Resource10,2010/12/06 18:59:32.057,Variant 1,1,Internet,General,,Resource02,task-2927,T04 Determine confirmation of receipt,complete,Group 3
case-4586,T05 Print and send confirmation of receipt-complete,admin1,2010/12/06 22:12:40.900,Variant 1,1,Internet,General,,Resource02,task-2970,T05 Print and send confirmation of receipt,complete,Group 2
case-4586,T06 Determine necessity of stop advice-complete,Resource02,2011/01/11 15:06:16.422,Variant 1,1,Internet,General,,Resource02,task-2926,T06 Determine necessity of stop advice,complete,Group 1
case-4586,T10 Determine necessity to stop indication-complete,Resource02,2011/01/11 15:06:40.034,Variant 1,1,Internet,General,,Resource02,task-7514,T10 Determine necessity to stop indication,complete,Group 1
case-4587,T06 Determine necessity of stop advice-complete,Resource17,2010/12/02 22:20:40.607,Variant 3,3,Internet,General,,Resource17,task-2656,T06 Determine necessity of stop advice,complete,Group 1
case-4587,T10 Determine necessity to stop indication-complete,Resource17,2010/12/02 22:27:36.589,Variant 3,3,Internet,General,,Resource17,task-2657,T10 Determine necessity to stop indication,complete,Group 1
case-4587,T04 Determine confirmation of receipt-complete,Resource10,2010/12/10 15:19:38.578,Variant 3,3,Internet,General,,Resource17,task-3510,T04 Determine confirmation of receipt,complete,Group 3
case-4587,T05 Print and send confirmation of receipt-complete,admin1,2010/12/10 21:04:12.304,Variant 3,3,Internet,General,,Resource17,task-3532,T05 Print and send confirmation of receipt,complete,Group 2
case-4589,T06 Determine necessity of stop advice-complete,Resource07,2010/12/06 17:18:57.378,Variant 41,41,Internet,General,,Resource07,task-2836,T06 Determine necessity of stop advice,complete,Group 1
case-4589,T02 Check confirmation of receipt-complete,Resource07,2010/12/06 17:19:25.141,Variant 41,41,Internet,General,,Resource07,task-2835,T02 Check confirmation of receipt,complete,Group 4
case-4589,T04 Determine confirmation of receipt-complete,Resource07,2010/12/06 17:19:40.450,Variant 41,41,Internet,General,,Resource07,task-2838,T04 Determine confirmation of receipt,complete,Group 3
case-4589,T10 Determine necessity to stop indication-complete,Resource07,2010/12/06 17:20:07.236,Variant 41,41,Internet,General,,Resource07,task-2837,T10 Determine necessity to stop indication,complete,Group 1
case-4589,T05 Print and send confirmation of receipt-complete,admin1,2010/12/06 21:42:01.490,Variant 41,41,Internet,General,,Resource07,task-2839,T05 Print and send confirmation of receipt,complete,Group 2
case-4592,T06 Determine necessity of stop advice-complete,Resource07,2010/12/14 17:03:43.130,Variant 109,109,Internet,General,,Resource07,task-4069,T06 Determine necessity of stop advice,complete,Group 1
case-4592,T10 Determine necessity to stop indication-complete,Resource07,2010/12/14 17:04:53.418,Variant 109,109,Internet,General,,Resource07,task-4071,T10 Determine necessity to stop indication,complete,Group 1
case-4592,T16 Report reasons to hold request-complete,Resource07,2010/12/14 17:08:02.373,Variant 109,109,Internet,General,,Resource07,task-4075,T16 Report reasons to hold request,complete,Group 1
case-4592,T17 Check report Y to stop indication-complete,Resource07,2010/12/14 17:09:30.738,Variant 109,109,Internet,General,,Resource07,task-4078,T17 Check report Y to stop indication,complete,Group 4
case-4592,T19 Determine report Y to stop indication-complete,Resource07,2010/12/14 17:09:44.859,Variant 109,109,Internet,General,,Resource07,task-4079,T19 Determine report Y to stop indication,complete,Group 3
case-4592,T20 Print report Y to stop indication-complete,Resource07,2010/12/14 17:10:06.033,Variant 109,109,Internet,General,,Resource07,task-4081,T20 Print report Y to stop indication,complete,Group 2
case-4592,T03 Adjust confirmation of receipt-complete,Resource07,2010/12/16 17:46:30.287,Variant 109,109,Internet,General,,Resource07,task-4618,T03 Adjust confirmation of receipt,complete,Group 1
case-4592,T02 Check confirmation of receipt-complete,Resource07,2010/12/16 17:47:06.958,Variant 109,109,Internet,General,,Resource07,task-4651,T02 Check confirmation of receipt,complete,Group 4
case-4592,T04 Determine confirmation of receipt-complete,Resource07,2010/12/16 17:47:46.773,Variant 109,109,Internet,General,,Resource07,task-4652,T04 Determine confirmation of receipt,complete,Group 3
case-4592,T05 Print and send confirmation of receipt-complete,Resource07,2010/12/16 17:48:20.867,Variant 109,109,Internet,General,,Resource07,task-4653,T05 Print and send confirmation of receipt,complete,Group 2
case-4598,T06 Determine necessity of stop advice-complete,Resource34,2010/12/10 21:46:56.741,Variant 4,4,Internet,General,,Resource34,task-3668,T06 Determine necessity of stop advice,complete,Group 1
case-4598,T10 Determine necessity to stop indication-complete,Resource34,2010/12/10 21:48:00.370,Variant 4,4,Internet,General,,Resource34,task-3671,T10 Determine necessity to stop indication,complete,Group 1
case-4599,T02 Check confirmation of receipt-complete,Resource02,2010/12/06 20:55:59.228,Variant 24,24,Internet,General,,Resource02,task-2987,T02 Check confirmation of receipt,complete,Group 4
case-4599,T04 Determine confirmation of receipt-complete,Resource10,2010/12/07 15:17:59.224,Variant 24,24,Internet,General,,Resource02,task-2989,T04 Determine confirmation of receipt,complete,Group 3
case-4599,T05 Print and send confirmation of receipt-complete,admin1,2010/12/07 15:32:44.765,Variant 24,24,Internet,General,,Resource02,task-3021,T05 Print and send confirmation of receipt,complete,Group 2
case-4599,T06 Determine necessity of stop advice-complete,admin2,2011/01/10 22:10:37.132,Variant 24,24,Internet,General,,Resource02,task-2988,T06 Determine necessity of stop advice,complete,Group 1
case-4600,T02 Check confirmation of receipt-complete,Resource10,2010/12/17 17:18:09.656,Variant 1,1,Internet,General,,admin1,task-4236,T02 Check confirmation of receipt,complete,Group 4
case-4600,T04 Determine confirmation of receipt-complete,Resource10,2010/12/17 17:29:45.264,Variant 1,1,Internet,General,,admin1,task-4773,T04 Determine confirmation of receipt,complete,Group 3
case-4600,T05 Print and send confirmation of receipt-complete,admin1,2010/12/21 18:03:49.027,Variant 1,1,Internet,General,,admin1,task-4824,T05 Print and send confirmation of receipt,complete,Group 2
case-4600,T06 Determine necessity of stop advice-complete,Resource12,2011/01/06 20:01:03.546,Variant 1,1,Internet,General,,admin1,task-4237,T06 Determine necessity of stop advice,complete,Group 1
case-4600,T10 Determine necessity to stop indication-complete,Resource12,2011/01/06 20:01:37.422,Variant 1,1,Internet,General,,admin1,task-7085,T10 Determine necessity to stop indication,complete,Group 1
case-4601,T02 Check confirmation of receipt-complete,Resource10,2010/12/17 17:16:48.413,Variant 1,1,Internet,General,,Resource12,task-4222,T02 Check confirmation of receipt,complete,Group 4
case-4601,T04 Determine confirmation of receipt-complete,Resource10,2010/12/17 17:29:29.517,Variant 1,1,Internet,General,,Resource12,task-4765,T04 Determine confirmation of receipt,complete,Group 3
case-4601,T05 Print and send confirmation of receipt-complete,admin1,2010/12/21 18:25:16.429,Variant 1,1,Internet,General,,Resource12,task-4823,T05 Print and send confirmation of receipt,complete,Group 2
case-4601,T06 Determine necessity of stop advice-complete,Resource12,2011/09/16 17:44:54.556,Variant 1,1,Internet,General,,Resource12,task-4223,T06 Determine necessity of stop advice,complete,Group 1
case-4601,T10 Determine necessity to stop indication-complete,Resource12,2011/09/16 17:45:39.533,Variant 1,1,Internet,General,,Resource12,task-39247,T10 Determine necessity to stop indication,complete,Group 1
case-4602,T06 Determine necessity of stop advice-complete,Resource17,2010/12/09 23:13:53.468,Variant 3,3,Internet,General,,Resource17,task-3515,T06 Determine necessity of stop advice,complete,Group 1
case-4602,T10 Determine necessity to stop indication-complete,Resource17,2010/12/09 23:14:07.565,Variant 3,3,Internet,General,,Resource17,task-3516,T10 Determine necessity to stop indication,complete,Group 1
case-4602,T04 Determine confirmation of receipt-complete,Resource10,2010/12/10 23:13:27.991,Variant 3,3,Internet,General,,Resource17,task-3664,T04 Determine confirmation of receipt,complete,Group 3
case-4602,T05 Print and send confirmation of receipt-complete,admin1,2010/12/14 15:30:14.495,Variant 3,3,Internet,General,,Resource17,task-3707,T05 Print and send confirmation of receipt,complete,Group 2
case-4603,T02 Check confirmation of receipt-complete,Resource07,2010/12/06 18:43:57.995,Variant 10,10,Internet,General,,Resource07,task-2931,T02 Check confirmation of receipt,complete,Group 4
case-4603,T04 Determine confirmation of receipt-complete,Resource07,2010/12/06 18:44:11.319,Variant 10,10,Internet,General,,Resource07,task-2933,T04 Determine confirmation of receipt,complete,Group 3
case-4603,T06 Determine necessity of stop advice-complete,Resource07,2010/12/06 18:44:36.318,Variant 10,10,Internet,General,,Resource07,task-2932,T06 Determine necessity of stop advice,complete,Group 1
case-4603,T10 Determine necessity to stop indication-complete,Resource07,2010/12/06 18:44:56.579,Variant 10,10,Internet,General,,Resource07,task-2935,T10 Determine necessity to stop indication,complete,Group 1
case-4603,T05 Print and send confirmation of receipt-complete,admin1,2010/12/06 22:05:46.768,Variant 10,10,Internet,General,,Resource07,task-2934,T05 Print and send confirmation of receipt,complete,Group 2
case-4604,Confirmation of receipt-complete,Resource07,2010/12/02 23:30:23.852,Variant 22,22,Internet,General,,Resource07,task-2530,Confirmation of receipt,complete,Group 1
case-4604,T06 Determine necessity of stop advice-complete,Resource07,2010/12/02 23:31:39.999,Variant 22,22,Internet,General,,Resource07,task-2664,T06 Determine necessity of stop advice,complete,Group 1
case-4604,T02 Check confirmation of receipt-complete,Resource07,2010/12/02 23:32:38.152,Variant 22,22,Internet,General,,Resource07,task-2663,T02 Check confirmation of receipt,complete,Group 4
case-4604,T04 Determine confirmation of receipt-complete,Resource07,2010/12/02 23:33:13.669,Variant 22,22,Internet,General,,Resource07,task-2666,T04 Determine confirmation of receipt,complete,Group 3
case-4604,T05 Print and send confirmation of receipt-complete,admin1,2010/12/06 21:36:38.951,Variant 22,22,Internet,General,,Resource07,task-2667,T05 Print and send confirmation of receipt,complete,Group 2
case-4604,T10 Determine necessity to stop indication-complete,Resource07,2010/12/07 15:38:07.394,Variant 22,22,Internet,General,,Resource07,task-2665,T10 Determine necessity to stop indication,complete,Group 1
case-4605,T02 Check confirmation of receipt-complete,Resource04,2010/12/07 22:33:55.010,Variant 1,1,Internet,General,,Resource04,task-3159,T02 Check confirmation of receipt,complete,Group 4
case-4605,T04 Determine confirmation of receipt-complete,Resource10,2010/12/08 00:40:02.396,Variant 1,1,Internet,General,,Resource04,task-3161,T04 Determine confirmation of receipt,complete,Group 3
case-4605,T05 Print and send confirmation of receipt-complete,admin1,2010/12/08 16:42:51.112,Variant 1,1,Internet,General,,Resource04,task-3184,T05 Print and send confirmation of receipt,complete,Group 2
case-4605,T06 Determine necessity of stop advice-complete,Resource04,2010/12/08 23:04:09.031,Variant 1,1,Internet,General,,Resource04,task-3160,T06 Determine necessity of stop advice,complete,Group 1
case-4605,T10 Determine necessity to stop indication-complete,Resource04,2010/12/08 23:04:22.644,Variant 1,1,Internet,General,,Resource04,task-3392,T10 Determine necessity to stop indication,complete,Group 1
case-4608,T02 Check confirmation of receipt-complete,Resource04,2010/12/17 20:09:24.659,Variant 10,10,Internet,General,,Resource04,task-4912,T02 Check confirmation of receipt,complete,Group 4
case-4608,T04 Determine confirmation of receipt-complete,Resource04,2010/12/17 20:09:36.206,Variant 10,10,Internet,General,,Resource04,task-4914,T04 Determine confirmation of receipt,complete,Group 3
