Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,(case) channel,(case) department,(case) group,(case) responsible,concept:instance,lifecycle:transition,org:group
case-10661,T04 Determine confirmation of receipt,Resource06,2011/12/13 22:55:18.189,Variant 2,2,Internet,General,Group 5,Resource06,task-49772,complete,Group 3
case-10661,T05 Print and send confirmation of receipt,Resource06,2011/12/13 22:59:02.065,Variant 2,2,Internet,General,Group 5,Resource06,task-49789,complete,Group 2
case-10709,Confirmation of receipt,Resource09,2012/01/10 22:14:31.452,Variant 2,2,Internet,General,Group 5,Resource09,task-49007,complete,EMPTY
case-10709,T02 Check confirmation of receipt,Resource09,2012/01/10 22:15:26.688,Variant 2,2,Internet,General,Group 5,Resource09,task-51735,complete,Group 4
case-10709,T06 Determine necessity of stop advice,Resource09,2012/01/10 22:47:41.697,Variant 2,2,Internet,General,Group 5,Resource09,task-51736,complete,Group 1
case-10709,T10 Determine necessity to stop indication,Resource09,2012/01/10 23:09:25.832,Variant 2,2,Internet,General,Group 5,Resource09,task-51762,complete,Group 1
case-10709,T04 Determine confirmation of receipt,Resource09,2012/01/10 23:11:40.999,Variant 2,2,Internet,General,Group 5,Resource09,task-51737,complete,Group 3
case-10709,T05 Print and send confirmation of receipt,Resource09,2012/01/10 23:12:14.059,Variant 2,2,Internet,General,Group 5,Resource09,task-51776,complete,Group 2
case-10929,Confirmation of receipt,Resource28,2011/12/20 00:34:47.491,Variant 2,2,Internet,General,Group 11,Resource28,task-49932,complete,EMPTY
case-10929,T02 Check confirmation of receipt,Resource28,2011/12/20 00:37:28.906,Variant 2,2,Internet,General,Group 11,Resource28,task-50250,complete,EMPTY
case-10929,T06 Determine necessity of stop advice,Resource28,2011/12/20 00:38:21.935,Variant 2,2,Internet,General,Group 11,Resource28,task-50251,complete,Group 1
case-10929,T10 Determine necessity to stop indication,Resource28,2011/12/20 00:39:29.045,Variant 2,2,Internet,General,Group 11,Resource28,task-50253,complete,Group 1
case-10929,T04 Determine confirmation of receipt,Resource28,2012/01/16 22:17:48.717,Variant 2,2,Internet,General,Group 11,Resource28,task-50252,complete,EMPTY
case-10929,T05 Print and send confirmation of receipt,Resource28,2012/01/16 22:18:38.578,Variant 2,2,Internet,General,Group 11,Resource28,task-52548,complete,Group 2
case-3879,Confirmation of receipt,Resource11,2010/10/27 17:27:51.856,Variant 2,2,Internet,General,,Resource01,task-189,complete,EMPTY
case-3879,T02 Check confirmation of receipt,Resource19,2010/11/04 20:23:25.112,Variant 2,2,Internet,General,,Resource01,task-532,complete,EMPTY
case-3879,T06 Determine necessity of stop advice,Resource11,2010/11/05 00:03:15.752,Variant 2,2,Internet,General,,Resource01,task-533,complete,Group 1
case-3879,T10 Determine necessity to stop indication,Resource11,2010/11/05 00:03:49.437,Variant 2,2,Internet,General,,Resource01,task-972,complete,Group 1
case-3879,T04 Determine confirmation of receipt,Resource19,2010/11/26 18:30:16.271,Variant 2,2,Internet,General,,Resource01,task-873,complete,EMPTY
case-3879,T05 Print and send confirmation of receipt,Resource11,2010/12/02 16:40:21.413,Variant 2,2,Internet,General,,Resource01,task-2120,complete,EMPTY
case-4208,Confirmation of receipt,Resource11,2010/12/02 17:47:31.459,Variant 2,2,Internet,General,,Resource11,task-900,complete,EMPTY
case-4208,T02 Check confirmation of receipt,Resource11,2010/12/02 17:48:34.402,Variant 2,2,Internet,General,,Resource11,task-2583,complete,EMPTY
case-4208,T06 Determine necessity of stop advice,Resource11,2010/12/02 17:50:22.430,Variant 2,2,Internet,General,,Resource11,task-2584,complete,Group 1
case-4208,T10 Determine necessity to stop indication,Resource11,2010/12/02 17:53:00.533,Variant 2,2,Internet,General,,Resource11,task-2587,complete,Group 1
case-4208,T04 Determine confirmation of receipt,Resource11,2010/12/02 17:54:01.332,Variant 2,2,Internet,General,,Resource11,task-2585,complete,EMPTY
case-4208,T05 Print and send confirmation of receipt,Resource11,2010/12/02 17:54:39.811,Variant 2,2,Internet,General,,Resource11,task-2592,complete,EMPTY
case-4277,Confirmation of receipt,Resource02,2010/12/03 00:03:17.656,Variant 2,2,Internet,General,,Resource02,task-1259,complete,EMPTY
case-4277,T02 Check confirmation of receipt,Resource02,2010/12/06 23:10:19.116,Variant 2,2,Internet,General,,Resource02,task-2653,complete,EMPTY
case-4277,T06 Determine necessity of stop advice,Resource02,2010/12/06 23:42:57.169,Variant 2,2,Internet,General,,Resource02,task-2654,complete,Group 1
case-4277,T10 Determine necessity to stop indication,Resource02,2010/12/06 23:51:10.689,Variant 2,2,Internet,General,,Resource02,task-2996,complete,Group 1
case-4277,T04 Determine confirmation of receipt,Resource10,2010/12/07 17:47:24.975,Variant 2,2,Internet,General,,Resource02,task-2992,complete,Group 3
case-4277,T05 Print and send confirmation of receipt,admin1,2010/12/07 17:49:10.781,Variant 2,2,Internet,General,,Resource02,task-3040,complete,Group 2
case-4504,Confirmation of receipt,Resource05,2010/12/06 19:34:37.814,Variant 2,2,Internet,General,,Resource05,task-1912,complete,EMPTY
case-4504,T02 Check confirmation of receipt,Resource05,2010/12/06 19:46:53.521,Variant 2,2,Internet,General,,Resource05,task-2848,complete,Group 4
case-4504,T06 Determine necessity of stop advice,Resource05,2010/12/06 19:47:33.803,Variant 2,2,Internet,General,,Resource05,task-2849,complete,Group 1
case-4504,T10 Determine necessity to stop indication,Resource05,2010/12/06 19:48:47.503,Variant 2,2,Internet,General,,Resource05,task-2854,complete,Group 1
case-4504,T04 Determine confirmation of receipt,Resource05,2010/12/06 20:23:17.384,Variant 2,2,Internet,General,,Resource05,task-2853,complete,Group 3
case-4504,T05 Print and send confirmation of receipt,Resource05,2010/12/06 20:24:09.769,Variant 2,2,Internet,General,,Resource05,task-2920,complete,Group 2
case-4509,Confirmation of receipt,Resource15,2010/12/06 18:16:04.356,Variant 2,2,Internet,General,,Resource15,task-1917,complete,EMPTY
case-4509,T02 Check confirmation of receipt,Resource15,2010/12/06 18:26:09.124,Variant 2,2,Internet,General,,Resource15,task-2819,complete,Group 4
case-4509,T06 Determine necessity of stop advice,Resource15,2010/12/06 18:30:05.090,Variant 2,2,Internet,General,,Resource15,task-2820,complete,Group 1
case-4509,T10 Determine necessity to stop indication,Resource15,2010/12/06 18:31:52.506,Variant 2,2,Internet,General,,Resource15,task-2824,complete,Group 1
case-4509,T04 Determine confirmation of receipt,Resource10,2010/12/06 20:51:00.046,Variant 2,2,Internet,General,,Resource15,task-2821,complete,Group 3
case-4509,T05 Print and send confirmation of receipt,admin1,2010/12/07 00:09:15.693,Variant 2,2,Internet,General,,Resource15,task-2953,complete,Group 2
case-4511,Confirmation of receipt,Resource08,2010/12/03 21:12:23.592,Variant 2,2,Internet,General,,Resource08,task-1924,complete,EMPTY
case-4511,T02 Check confirmation of receipt,Resource08,2010/12/03 21:12:46.827,Variant 2,2,Internet,General,,Resource08,task-2690,complete,Group 4
case-4511,T06 Determine necessity of stop advice,Resource08,2010/12/03 21:13:11.392,Variant 2,2,Internet,General,,Resource08,task-2691,complete,Group 1
case-4511,T10 Determine necessity to stop indication,Resource08,2010/12/03 21:13:27.511,Variant 2,2,Internet,General,,Resource08,task-2693,complete,Group 1
case-4511,T04 Determine confirmation of receipt,Resource10,2010/12/03 21:22:49.461,Variant 2,2,Internet,General,,Resource08,task-2692,complete,Group 3
case-4511,T05 Print and send confirmation of receipt,admin1,2010/12/06 23:39:47.169,Variant 2,2,Internet,General,,Resource08,task-2703,complete,Group 2
case-4517,Confirmation of receipt,Resource01,2010/12/15 19:50:08.645,Variant 2,2,Internet,General,,Resource01,task-1949,complete,EMPTY
case-4517,T02 Check confirmation of receipt,Resource01,2010/12/15 19:50:35.547,Variant 2,2,Internet,General,,Resource01,task-4422,complete,Group 4
case-4517,T06 Determine necessity of stop advice,Resource01,2010/12/15 19:51:42.943,Variant 2,2,Internet,General,,Resource01,task-4423,complete,Group 1
case-4517,T10 Determine necessity to stop indication,Resource01,2010/12/15 19:52:34.597,Variant 2,2,Internet,General,,Resource01,task-4425,complete,Group 1
case-4517,T04 Determine confirmation of receipt,Resource19,2010/12/16 18:39:16.015,Variant 2,2,Internet,General,,Resource01,task-4424,complete,EMPTY
case-4517,T05 Print and send confirmation of receipt,admin1,2010/12/17 19:17:19.301,Variant 2,2,Internet,General,,Resource01,task-4627,complete,Group 2
case-4519,Confirmation of receipt,Resource01,2010/12/15 20:14:18.499,Variant 2,2,Internet,General,,Resource01,task-1951,complete,EMPTY
case-4519,T02 Check confirmation of receipt,Resource01,2010/12/15 20:14:33.948,Variant 2,2,Internet,General,,Resource01,task-4442,complete,Group 4
case-4519,T06 Determine necessity of stop advice,Resource01,2010/12/15 20:15:38.180,Variant 2,2,Internet,General,,Resource01,task-4443,complete,Group 1
case-4519,T10 Determine necessity to stop indication,Resource01,2010/12/15 20:16:02.558,Variant 2,2,Internet,General,,Resource01,task-4448,complete,Group 1
case-4519,T04 Determine confirmation of receipt,Resource19,2010/12/16 18:26:15.178,Variant 2,2,Internet,General,,Resource01,task-4444,complete,EMPTY
case-4519,T05 Print and send confirmation of receipt,admin1,2010/12/17 19:15:45.864,Variant 2,2,Internet,General,,Resource01,task-4622,complete,Group 2
case-4534,Confirmation of receipt,Resource01,2010/12/14 18:58:30.806,Variant 2,2,Internet,General,,Resource01,task-1978,complete,EMPTY
case-4534,T02 Check confirmation of receipt,Resource01,2010/12/14 19:00:36.354,Variant 2,2,Internet,General,,Resource01,task-4065,complete,Group 4
case-4534,T06 Determine necessity of stop advice,Resource01,2010/12/14 19:02:44.613,Variant 2,2,Internet,General,,Resource01,task-4066,complete,Group 1
case-4534,T10 Determine necessity to stop indication,Resource01,2010/12/14 19:04:17.190,Variant 2,2,Internet,General,,Resource01,task-4070,complete,Group 1
case-4534,T04 Determine confirmation of receipt,Resource19,2010/12/15 20:10:14.646,Variant 2,2,Internet,General,,Resource01,task-4067,complete,EMPTY
case-4534,T05 Print and send confirmation of receipt,admin1,2010/12/15 23:14:01.720,Variant 2,2,Internet,General,,Resource01,task-4440,complete,Group 2
case-4538,Confirmation of receipt,Resource01,2010/12/14 20:31:05.784,Variant 2,2,Internet,General,,Resource01,task-1985,complete,EMPTY
case-4538,T02 Check confirmation of receipt,Resource01,2010/12/14 20:31:29.201,Variant 2,2,Internet,General,,Resource01,task-4097,complete,Group 4
case-4538,T06 Determine necessity of stop advice,Resource01,2010/12/14 20:32:05.930,Variant 2,2,Internet,General,,Resource01,task-4098,complete,Group 1
case-4538,T10 Determine necessity to stop indication,Resource01,2010/12/14 20:32:48.547,Variant 2,2,Internet,General,,Resource01,task-4100,complete,Group 1
case-4538,T04 Determine confirmation of receipt,Resource19,2010/12/15 20:15:20.129,Variant 2,2,Internet,General,,Resource01,task-4099,complete,EMPTY
case-4538,T05 Print and send confirmation of receipt,admin1,2010/12/15 23:14:59.683,Variant 2,2,Internet,General,,Resource01,task-4447,complete,Group 2
case-4546,Confirmation of receipt,Resource05,2010/12/06 21:33:07.552,Variant 2,2,Internet,General,,Resource05,task-2051,complete,EMPTY
case-4546,T02 Check confirmation of receipt,Resource05,2010/12/06 21:34:43.472,Variant 2,2,Internet,General,,Resource05,task-2975,complete,Group 4
case-4546,T06 Determine necessity of stop advice,Resource05,2010/12/06 21:35:04.050,Variant 2,2,Internet,General,,Resource05,task-2976,complete,Group 1
case-4546,T10 Determine necessity to stop indication,Resource05,2010/12/06 21:35:27.484,Variant 2,2,Internet,General,,Resource05,task-2978,complete,Group 1
case-4546,T04 Determine confirmation of receipt,Resource10,2010/12/07 17:10:52.054,Variant 2,2,Internet,General,,Resource05,task-2977,complete,Group 3
case-4546,T05 Print and send confirmation of receipt,admin1,2010/12/07 17:32:28.223,Variant 2,2,Internet,General,,Resource05,task-3019,complete,Group 2
case-4554,Confirmation of receipt,Resource01,2010/12/14 20:58:24.911,Variant 2,2,Internet,General,,Resource01,task-2136,complete,EMPTY
case-4554,T02 Check confirmation of receipt,Resource01,2010/12/14 20:58:42.082,Variant 2,2,Internet,General,,Resource01,task-4118,complete,Group 4
case-4554,T06 Determine necessity of stop advice,Resource01,2010/12/14 21:03:20.292,Variant 2,2,Internet,General,,Resource01,task-4119,complete,Group 1
case-4554,T10 Determine necessity to stop indication,Resource01,2010/12/14 21:06:16.251,Variant 2,2,Internet,General,,Resource01,task-4122,complete,Group 1
case-4554,T04 Determine confirmation of receipt,Resource19,2010/12/15 20:18:19.159,Variant 2,2,Internet,General,,Resource01,task-4120,complete,EMPTY
case-4554,T05 Print and send confirmation of receipt,admin1,2010/12/15 23:21:11.832,Variant 2,2,Internet,General,,Resource01,task-4456,complete,Group 2
case-4555,Confirmation of receipt,Resource08,2010/12/07 23:57:17.433,Variant 2,2,Internet,General,,Resource08,task-2143,complete,EMPTY
case-4555,T02 Check confirmation of receipt,Resource08,2010/12/07 23:57:33.329,Variant 2,2,Internet,General,,Resource08,task-3144,complete,Group 4
case-4555,T06 Determine necessity of stop advice,Resource08,2010/12/07 23:57:50.377,Variant 2,2,Internet,General,,Resource08,task-3145,complete,Group 1
case-4555,T10 Determine necessity to stop indication,Resource08,2010/12/07 23:58:21.998,Variant 2,2,Internet,General,,Resource08,task-3147,complete,Group 1
case-4555,T04 Determine confirmation of receipt,Resource10,2010/12/08 02:27:36.808,Variant 2,2,Internet,General,,Resource08,task-3146,complete,Group 3
case-4555,T05 Print and send confirmation of receipt,admin1,2010/12/08 18:40:15.864,Variant 2,2,Internet,General,,Resource08,task-3181,complete,Group 2
case-4559,Confirmation of receipt,Resource01,2010/12/14 21:24:35.032,Variant 2,2,Internet,General,,Resource01,task-2154,complete,EMPTY
case-4559,T02 Check confirmation of receipt,Resource01,2010/12/14 21:24:50.979,Variant 2,2,Internet,General,,Resource01,task-4136,complete,Group 4
case-4559,T06 Determine necessity of stop advice,Resource01,2010/12/14 21:25:24.609,Variant 2,2,Internet,General,,Resource01,task-4137,complete,Group 1
case-4559,T10 Determine necessity to stop indication,Resource01,2010/12/14 21:26:08.036,Variant 2,2,Internet,General,,Resource01,task-4139,complete,Group 1
case-4559,T04 Determine confirmation of receipt,Resource19,2010/12/15 20:20:45.445,Variant 2,2,Internet,General,,Resource01,task-4138,complete,EMPTY
case-4559,T05 Print and send confirmation of receipt,admin1,2010/12/15 23:18:04.905,Variant 2,2,Internet,General,,Resource01,task-4469,complete,Group 2
case-4560,Confirmation of receipt,Resource01,2010/12/15 17:50:39.546,Variant 2,2,Internet,General,,Resource01,task-2161,complete,EMPTY
case-4560,T02 Check confirmation of receipt,Resource01,2010/12/15 17:50:57.304,Variant 2,2,Internet,General,,Resource01,task-4322,complete,Group 4
case-4560,T06 Determine necessity of stop advice,Resource01,2010/12/15 17:54:27.582,Variant 2,2,Internet,General,,Resource01,task-4323,complete,Group 1
case-4560,T10 Determine necessity to stop indication,Resource01,2010/12/15 17:54:44.709,Variant 2,2,Internet,General,,Resource01,task-4325,complete,Group 1
case-4560,T04 Determine confirmation of receipt,Resource19,2010/12/15 20:04:01.308,Variant 2,2,Internet,General,,Resource01,task-4324,complete,EMPTY
case-4560,T05 Print and send confirmation of receipt,admin1,2010/12/15 23:16:01.021,Variant 2,2,Internet,General,,Resource01,task-4436,complete,Group 2
case-4582,Confirmation of receipt,Resource07,2010/12/06 19:52:43.232,Variant 2,2,Internet,General,,Resource07,task-2332,complete,EMPTY
case-4582,T02 Check confirmation of receipt,Resource07,2010/12/06 19:52:58.348,Variant 2,2,Internet,General,,Resource07,task-2862,complete,Group 4
case-4582,T06 Determine necessity of stop advice,Resource07,2010/12/06 19:53:12.421,Variant 2,2,Internet,General,,Resource07,task-2863,complete,Group 1
case-4582,T10 Determine necessity to stop indication,Resource07,2010/12/06 19:54:44.003,Variant 2,2,Internet,General,,Resource07,task-2865,complete,Group 1
case-4582,T04 Determine confirmation of receipt,Resource07,2010/12/06 19:56:39.545,Variant 2,2,Internet,General,,Resource07,task-2864,complete,Group 3
case-4582,T05 Print and send confirmation of receipt,admin1,2010/12/06 23:42:59.019,Variant 2,2,Internet,General,,Resource07,task-2872,complete,Group 2
case-4585,Confirmation of receipt,Resource01,2010/12/15 19:19:34.036,Variant 2,2,Internet,General,,Resource01,task-2386,complete,EMPTY
case-4585,T02 Check confirmation of receipt,Resource01,2010/12/15 19:19:48.333,Variant 2,2,Internet,General,,Resource01,task-4407,complete,Group 4
case-4585,T06 Determine necessity of stop advice,Resource01,2010/12/15 19:20:49.913,Variant 2,2,Internet,General,,Resource01,task-4408,complete,Group 1
case-4585,T10 Determine necessity to stop indication,Resource01,2010/12/15 19:21:48.053,Variant 2,2,Internet,General,,Resource01,task-4410,complete,Group 1
case-4585,T04 Determine confirmation of receipt,Resource19,2010/12/16 18:06:38.602,Variant 2,2,Internet,General,,Resource01,task-4409,complete,EMPTY
case-4585,T05 Print and send confirmation of receipt,admin1,2010/12/17 19:13:46.099,Variant 2,2,Internet,General,,Resource01,task-4620,complete,Group 2
case-4758,Confirmation of receipt,Resource08,2010/12/24 00:12:06.884,Variant 2,2,Internet,General,,Resource08,task-4063,complete,EMPTY
case-4758,T02 Check confirmation of receipt,Resource08,2010/12/24 00:12:31.902,Variant 2,2,Internet,General,,Resource08,task-5543,complete,Group 4
case-4758,T06 Determine necessity of stop advice,Resource08,2010/12/24 00:13:01.771,Variant 2,2,Internet,General,,Resource08,task-5544,complete,Group 1
case-4758,T10 Determine necessity to stop indication,Resource08,2010/12/24 00:13:26.677,Variant 2,2,Internet,General,,Resource08,task-5546,complete,Group 1
case-4758,T04 Determine confirmation of receipt,Resource10,2010/12/24 18:26:17.172,Variant 2,2,Internet,General,,Resource08,task-5545,complete,Group 3
case-4758,T05 Print and send confirmation of receipt,admin1,2010/12/24 19:04:59.868,Variant 2,2,Internet,General,,Resource08,task-5577,complete,Group 2
case-4766,Confirmation of receipt,Resource01,2010/12/15 17:24:10.397,Variant 2,2,Post,General,,Resource07,task-4179,complete,Group 1
case-4766,T02 Check confirmation of receipt,Resource01,2010/12/15 17:24:27.187,Variant 2,2,Post,General,,Resource07,task-4294,complete,Group 4
case-4766,T06 Determine necessity of stop advice,Resource01,2010/12/15 17:25:15.553,Variant 2,2,Post,General,,Resource07,task-4295,complete,Group 1
case-4766,T10 Determine necessity to stop indication,Resource01,2010/12/15 17:26:22.885,Variant 2,2,Post,General,,Resource07,task-4297,complete,Group 1
case-4766,T04 Determine confirmation of receipt,Resource19,2010/12/15 17:56:36.486,Variant 2,2,Post,General,,Resource07,task-4296,complete,EMPTY
case-4766,T05 Print and send confirmation of receipt,admin1,2010/12/15 19:21:26.537,Variant 2,2,Post,General,,Resource07,task-4333,complete,Group 2
case-4781,Confirmation of receipt,Resource01,2010/12/15 18:44:43.229,Variant 2,2,Desk,General,,Resource07,task-4275,complete,Group 1
case-4781,T02 Check confirmation of receipt,Resource01,2010/12/15 18:45:11.956,Variant 2,2,Desk,General,,Resource07,task-4383,complete,Group 4
case-4781,T06 Determine necessity of stop advice,Resource01,2010/12/15 18:49:10.045,Variant 2,2,Desk,General,,Resource07,task-4384,complete,Group 1
case-4781,T10 Determine necessity to stop indication,Resource01,2010/12/15 18:49:34.866,Variant 2,2,Desk,General,,Resource07,task-4386,complete,Group 1
case-4781,T04 Determine confirmation of receipt,Resource19,2010/12/15 20:29:58.709,Variant 2,2,Desk,General,,Resource07,task-4385,complete,EMPTY
case-4781,T05 Print and send confirmation of receipt,admin1,2010/12/15 23:20:23.619,Variant 2,2,Desk,General,,Resource07,task-4478,complete,Group 2
case-4892,Confirmation of receipt,Resource08,2010/12/30 21:50:56.125,Variant 2,2,Internet,General,,Resource08,task-5253,complete,EMPTY
case-4892,T02 Check confirmation of receipt,Resource08,2010/12/30 21:51:36.433,Variant 2,2,Internet,General,,Resource08,task-6345,complete,EMPTY
case-4892,T06 Determine necessity of stop advice,Resource08,2010/12/30 21:51:50.602,Variant 2,2,Internet,General,,Resource08,task-6346,complete,Group 1
case-4892,T10 Determine necessity to stop indication,Resource08,2010/12/30 22:02:05.943,Variant 2,2,Internet,General,,Resource08,task-6348,complete,Group 1
case-4892,T04 Determine confirmation of receipt,Resource10,2010/12/31 18:15:23.521,Variant 2,2,Internet,General,,Resource08,task-6347,complete,Group 3
case-4892,T05 Print and send confirmation of receipt,admin1,2010/12/31 20:28:32.972,Variant 2,2,Internet,General,,Resource08,task-6389,complete,Group 2
case-4895,Confirmation of receipt,Resource02,2011/01/13 23:24:54.305,Variant 2,2,Internet,General,,Resource02,task-5266,complete,EMPTY
case-4895,T02 Check confirmation of receipt,Resource02,2011/01/13 23:25:56.228,Variant 2,2,Internet,General,,Resource02,task-8161,complete,Group 4
case-4895,T06 Determine necessity of stop advice,Resource02,2011/01/13 23:26:41.361,Variant 2,2,Internet,General,,Resource02,task-8162,complete,Group 1
case-4895,T10 Determine necessity to stop indication,Resource02,2011/01/13 23:27:01.109,Variant 2,2,Internet,General,,Resource02,task-8164,complete,Group 1
case-4895,T04 Determine confirmation of receipt,Resource10,2011/01/14 01:17:16.640,Variant 2,2,Internet,General,,Resource02,task-8163,complete,Group 3
case-4895,T05 Print and send confirmation of receipt,admin1,2011/01/18 18:53:21.844,Variant 2,2,Internet,General,,Resource02,task-8226,complete,Group 2
case-4901,Confirmation of receipt,Resource05,2011/01/03 20:12:15.095,Variant 2,2,Internet,General,,Resource05,task-5276,complete,EMPTY
case-4901,T02 Check confirmation of receipt,Resource05,2011/01/03 20:14:02.661,Variant 2,2,Internet,General,,Resource05,task-6503,complete,Group 4
case-4901,T06 Determine necessity of stop advice,Resource05,2011/01/03 20:18:15.118,Variant 2,2,Internet,General,,Resource05,task-6504,complete,Group 1
case-4901,T10 Determine necessity to stop indication,Resource05,2011/01/03 20:18:59.517,Variant 2,2,Internet,General,,Resource05,task-6511,complete,Group 1
case-4901,T04 Determine confirmation of receipt,Resource05,2011/01/03 20:36:07.703,Variant 2,2,Internet,General,,Resource05,task-6509,complete,Group 3
case-4901,T05 Print and send confirmation of receipt,Resource05,2011/01/03 20:39:13.388,Variant 2,2,Internet,General,,Resource05,task-6524,complete,Group 2
case-4944,Confirmation of receipt,Resource02,2011/01/20 02:08:59.152,Variant 2,2,Internet,General,,Resource02,task-5552,complete,EMPTY
case-4944,T02 Check confirmation of receipt,Resource02,2011/01/20 02:09:55.928,Variant 2,2,Internet,General,,Resource02,task-9028,complete,EMPTY
case-4944,T06 Determine necessity of stop advice,Resource02,2011/01/20 16:51:24.410,Variant 2,2,Internet,General,,Resource02,task-9029,complete,Group 1
case-4944,T10 Determine necessity to stop indication,Resource02,2011/01/20 17:38:19.981,Variant 2,2,Internet,General,,Resource02,task-9034,complete,Group 1
case-4944,T04 Determine confirmation of receipt,Resource10,2011/01/21 18:24:24.968,Variant 2,2,Internet,General,,Resource02,task-9030,complete,Group 3
case-4944,T05 Print and send confirmation of receipt,admin1,2011/01/24 21:20:40.484,Variant 2,2,Internet,General,,Resource02,task-9193,complete,Group 2
case-4954,Confirmation of receipt,Resource17,2011/01/08 00:54:09.192,Variant 2,2,Post,General,,Resource17,task-5719,complete,EMPTY
case-4954,T02 Check confirmation of receipt,Resource17,2011/01/08 00:54:38.491,Variant 2,2,Post,General,,Resource17,task-7327,complete,EMPTY
case-4954,T06 Determine necessity of stop advice,Resource17,2011/01/08 00:54:55.831,Variant 2,2,Post,General,,Resource17,task-7328,complete,Group 1
case-4954,T10 Determine necessity to stop indication,Resource17,2011/01/08 00:55:12.717,Variant 2,2,Post,General,,Resource17,task-7330,complete,Group 1
case-4954,T04 Determine confirmation of receipt,Resource10,2011/01/08 01:22:30.887,Variant 2,2,Post,General,,Resource17,task-7329,complete,Group 3
case-4954,T05 Print and send confirmation of receipt,admin1,2011/01/11 20:41:24.562,Variant 2,2,Post,General,,Resource17,task-7342,complete,Group 2
case-4969,Confirmation of receipt,Resource08,2010/12/30 23:34:56.858,Variant 2,2,Internet,General,,Resource08,task-5816,complete,EMPTY
case-4969,T02 Check confirmation of receipt,Resource08,2011/01/14 00:48:45.500,Variant 2,2,Internet,General,,Resource08,task-6366,complete,EMPTY
case-4969,T06 Determine necessity of stop advice,Resource08,2011/01/14 00:51:06.212,Variant 2,2,Internet,General,,Resource08,task-6367,complete,Group 1
case-4969,T10 Determine necessity to stop indication,Resource08,2011/01/14 00:51:32.019,Variant 2,2,Internet,General,,Resource08,task-8209,complete,Group 1
case-4969,T04 Determine confirmation of receipt,Resource10,2011/01/14 01:33:27.908,Variant 2,2,Internet,General,,Resource08,task-8205,complete,Group 3
case-4969,T05 Print and send confirmation of receipt,admin1,2011/01/14 18:36:13.350,Variant 2,2,Internet,General,,Resource08,task-8244,complete,Group 2
case-4975,Confirmation of receipt,Resource04,2011/01/03 19:31:34.480,Variant 2,2,Internet,General,,Resource04,task-5846,complete,EMPTY
case-4975,T02 Check confirmation of receipt,Resource04,2011/01/03 19:32:13.490,Variant 2,2,Internet,General,,Resource04,task-6490,complete,Group 4
case-4975,T06 Determine necessity of stop advice,Resource04,2011/01/03 20:07:11.735,Variant 2,2,Internet,General,,Resource04,task-6491,complete,Group 1
case-4975,T10 Determine necessity to stop indication,Resource04,2011/01/03 20:07:26.033,Variant 2,2,Internet,General,,Resource04,task-6500,complete,Group 1
case-4975,T04 Determine confirmation of receipt,Resource10,2011/01/03 21:00:57.185,Variant 2,2,Internet,General,,Resource04,task-6492,complete,Group 3
case-4975,T05 Print and send confirmation of receipt,admin1,2011/01/07 20:48:13.916,Variant 2,2,Internet,General,,Resource04,task-6550,complete,Group 2
case-4986,Confirmation of receipt,Resource04,2011/01/03 19:36:13.845,Variant 2,2,Internet,General,,Resource04,task-5919,complete,EMPTY
case-4986,T02 Check confirmation of receipt,Resource04,2011/01/03 19:36:26.627,Variant 2,2,Internet,General,,Resource04,task-6493,complete,Group 4
case-4986,T06 Determine necessity of stop advice,Resource04,2011/01/03 21:56:44.341,Variant 2,2,Internet,General,,Resource04,task-6494,complete,Group 1
case-4986,T10 Determine necessity to stop indication,Resource04,2011/01/03 21:57:00.153,Variant 2,2,Internet,General,,Resource04,task-6563,complete,Group 1
case-4986,T04 Determine confirmation of receipt,Resource10,2011/01/03 21:57:05.714,Variant 2,2,Internet,General,,Resource04,task-6495,complete,Group 3
case-4986,T05 Print and send confirmation of receipt,admin1,2011/01/07 20:52:15.292,Variant 2,2,Internet,General,,Resource04,task-6566,complete,Group 2
case-4998,Confirmation of receipt,Resource17,2011/01/11 00:25:48.168,Variant 2,2,Post,General,,Resource17,task-5999,complete,EMPTY
case-4998,T02 Check confirmation of receipt,Resource17,2011/01/11 00:26:01.053,Variant 2,2,Post,General,,Resource17,task-7472,complete,Group 4
case-4998,T06 Determine necessity of stop advice,Resource17,2011/01/11 00:26:18.630,Variant 2,2,Post,General,,Resource17,task-7473,complete,Group 1
case-4998,T10 Determine necessity to stop indication,Resource17,2011/01/11 00:26:34.907,Variant 2,2,Post,General,,Resource17,task-7475,complete,Group 1
case-4998,T04 Determine confirmation of receipt,Resource10,2011/01/11 00:42:28.937,Variant 2,2,Post,General,,Resource17,task-7474,complete,Group 3
case-4998,T05 Print and send confirmation of receipt,admin1,2011/01/11 22:21:00.919,Variant 2,2,Post,General,,Resource17,task-7498,complete,Group 2
case-5014,Confirmation of receipt,Resource15,2011/01/05 18:48:40.762,Variant 2,2,Internet,General,,Resource15,task-6092,complete,EMPTY
case-5014,T02 Check confirmation of receipt,Resource15,2011/01/10 18:42:21.463,Variant 2,2,Internet,General,,Resource15,task-6801,complete,EMPTY
case-5014,T06 Determine necessity of stop advice,Resource15,2011/01/10 18:44:54.890,Variant 2,2,Internet,General,,Resource15,task-6802,complete,Group 1
case-5014,T10 Determine necessity to stop indication,Resource15,2011/01/10 18:45:17.156,Variant 2,2,Internet,General,,Resource15,task-7375,complete,Group 1
