Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,(case) channel,(case) department,(case) group,(case) responsible,concept:instance,lifecycle:transition,org:group
case-9957,T02 Check confirmation of receipt,Resource03,2011/10/11 21:17:16.597,Variant 1,1,Internet,General,Group 8,Resource11,task-42913,complete,Group 4
case-9957,T04 Determine confirmation of receipt,Resource03,2011/10/11 21:17:35.672,Variant 1,1,Internet,General,Group 8,Resource11,task-42915,complete,Group 3
case-9957,T05 Print and send confirmation of receipt,Resource03,2011/10/11 21:17:49.206,Variant 1,1,Internet,General,Group 8,Resource11,task-42916,complete,Group 2
case-9957,T06 Determine necessity of stop advice,Resource03,2011/10/11 21:19:09.983,Variant 1,1,Internet,General,Group 8,Resource11,task-42914,complete,Group 1
case-9957,T10 Determine necessity to stop indication,Resource03,2011/10/11 21:19:30.958,Variant 1,1,Internet,General,Group 8,Resource11,task-42917,complete,Group 1
case-9957,T16 Report reasons to hold request,Resource03,2011/10/11 21:21:31.944,Variant 1,1,Internet,General,Group 8,Resource11,task-42919,complete,Group 1
case-9957,T17 Check report Y to stop indication,Resource03,2011/10/11 21:21:50.216,Variant 1,1,Internet,General,Group 8,Resource11,task-42920,complete,Group 4
case-9957,T19 Determine report Y to stop indication,Resource03,2011/10/11 21:22:10.284,Variant 1,1,Internet,General,Group 8,Resource11,task-42921,complete,Group 3
case-9957,T20 Print report Y to stop indication,Resource03,2011/10/11 21:22:24.226,Variant 1,1,Internet,General,Group 8,Resource11,task-42922,complete,Group 2
case-11375,Confirmation of receipt,Resource12,2012/01/11 21:11:08.204,Variant 3,3,Internet,General,Group 5,Resource12,task-51896,complete,EMPTY
case-11375,T02 Check confirmation of receipt,Resource12,2012/01/11 21:12:22.011,Variant 3,3,Internet,General,Group 5,Resource12,task-51946,complete,Group 4
case-11375,T04 Determine confirmation of receipt,Resource12,2012/01/11 21:13:05.661,Variant 3,3,Internet,General,Group 5,Resource12,task-51948,complete,Group 3
case-11375,T06 Determine necessity of stop advice,Resource12,2012/01/11 21:14:22.771,Variant 3,3,Internet,General,Group 5,Resource12,task-51947,complete,Group 1
case-11375,T10 Determine necessity to stop indication,Resource12,2012/01/11 21:16:09.310,Variant 3,3,Internet,General,Group 5,Resource12,task-51950,complete,Group 1
case-11375,T16 Report reasons to hold request,Resource12,2012/01/13 16:40:31.256,Variant 3,3,Internet,General,Group 5,Resource12,task-51952,complete,Group 1
case-11375,T17 Check report Y to stop indication,Resource12,2012/01/13 16:41:08.656,Variant 3,3,Internet,General,Group 5,Resource12,task-52236,complete,Group 4
case-11375,T19 Determine report Y to stop indication,Resource12,2012/01/13 16:41:41.200,Variant 3,3,Internet,General,Group 5,Resource12,task-52237,complete,Group 3
case-11375,T20 Print report Y to stop indication,Resource12,2012/01/13 16:42:16.811,Variant 3,3,Internet,General,Group 5,Resource12,task-52238,complete,Group 2
case-11375,T05 Print and send confirmation of receipt,Resource12,2012/01/13 17:08:42.768,Variant 3,3,Internet,General,Group 5,Resource12,task-51949,complete,Group 2
case-5986,Confirmation of receipt,Resource08,2011/03/01 01:11:41.938,Variant 3,3,Internet,General,,Resource08,task-12239,complete,EMPTY
case-5986,T02 Check confirmation of receipt,Resource08,2011/03/01 01:12:20.436,Variant 3,3,Internet,General,,Resource08,task-14575,complete,EMPTY
case-5986,T04 Determine confirmation of receipt,Resource18,2011/03/01 01:20:59.567,Variant 3,3,Internet,General,,Resource08,task-14578,complete,EMPTY
case-5986,T06 Determine necessity of stop advice,Resource08,2011/03/01 17:25:31.376,Variant 3,3,Internet,General,,Resource08,task-14576,complete,Group 1
case-5986,T10 Determine necessity to stop indication,Resource08,2011/03/01 17:29:51.010,Variant 3,3,Internet,General,,Resource08,task-14628,complete,Group 1
case-5986,T16 Report reasons to hold request,Resource08,2011/03/01 17:34:32.492,Variant 3,3,Internet,General,,Resource08,task-14629,complete,Group 1
case-5986,T17 Check report Y to stop indication,Resource08,2011/03/01 17:35:32.670,Variant 3,3,Internet,General,,Resource08,task-14633,complete,Group 4
case-5986,T19 Determine report Y to stop indication,Resource08,2011/03/01 17:35:50.559,Variant 3,3,Internet,General,,Resource08,task-14638,complete,Group 3
case-5986,T20 Print report Y to stop indication,Resource08,2011/03/01 17:36:13.441,Variant 3,3,Internet,General,,Resource08,task-14641,complete,Group 2
case-5986,T05 Print and send confirmation of receipt,admin1,2011/03/01 19:21:24.622,Variant 3,3,Internet,General,,Resource08,task-14584,complete,Group 2
